"","AGE","AVPREARN","BENEPAID","BENPDBYE","BENYRBEG","BLACK","BONELIGB","CLAIMDT","CONTROL","DEPALLOW","ELIG2","EXSTBEN1","EXSTBENY","HIE","HISPANIC","JSIE","L1QWAGES","L2QWAGES","L3QWAGES","L4QWAGES","LAGREE","MALE","MBASR","NATVAMER","NOHSUB","NOHSUB1","OTHERACE","POSPEARN","POSQEARN","PREPEARN","REFILEDT","REFILEIN","REHIRE11","REHIREDT","REHIREIN","RHIREARN","SRBEN1","SRBENYR","VCHPAID","WGETOT1","WGETOT2","WGETOT3","WGETOT4","WGETOT5","WGETOT6","WHITE","WKBENEFT","WKPAID","WKSPDBYE"
"6997",24,1272,2366,2366,9062,0,0,9065,0,21,1,1,1,0,0,1,1120,336,970,2660,1,0,2366,0,0,0,0,358,493,70,NA,0,0,NA,0,0,2366,2366,0,1120,70,215,358,168,493,1,70,26,26
"6998",24,6400,2093,2093,9081,0,0,9081,1,0,1,0,0,0,0,0,6269,6907,6015,6408,NA,1,4186,0,0,0,0,2239,6218,7134,9473,1,0,9180,1,0,2093,2093,0,6269,7134,3685,2239,6218,6935,1,161,13,13
"6999",23,2701,2756,2756,9081,0,0,9081,1,0,1,1,1,0,1,0,2652,2847,2445,2860,NA,1,2756,0,0,0,0,328,2497,2702,9347,1,0,9289,1,0,2756,2756,0,2652,2702,143,328,423,2497,0,106,26,26
"7000",42,3236,4186,4186,9004,0,0,9004,0,0,1,1,1,1,0,0,3421,723,3200,5600,1,1,4186,0,0,0,0,1571,2490,3097,NA,0,0,NA,0,0,4186,4186,0,3097,2009,0,1571,2490,2666,1,161,26,26
"7001",23,1500,89,741,9025,0,0,9025,0,0,1,0,0,0,0,1,1245,1805,1112,1837,1,0,1768,0,0,0,0,432,432,570,9053,1,1,9053,1,1,89,741,0,570,532,432,1332,1328,875,1,68,1,9
"7002",24,3891,0,0,9039,0,1,9039,0,0,1,0,0,0,0,1,4238,3887,3578,3862,1,1,3926,0,0,0,0,855,855,4431,9319,1,1,9046,1,1,0,0,0,4431,4179,855,4856,2185,286,1,151,0,0
"7003",21,1914,270,270,8983,0,1,8983,0,0,1,0,0,1,0,0,2430,2384,2404,439,1,1,2340,0,1,1,0,2727,2727,2634,NA,0,1,9016,1,1,270,270,1,2634,1702,2727,2958,3067,2996,1,90,3,3
"7004",24,1286,96,96,8976,0,1,8976,0,0,1,0,0,1,0,0,0,0,2388,2756,1,1,2496,0,1,1,0,3843,3843,3162,NA,0,1,8991,1,1,96,96,1,3162,1904,3843,3297,3633,4306,1,96,1,1
"7005",24,4055,627,627,8997,0,1,8997,0,48,1,0,0,0,0,1,4539,4430,4075,3177,1,1,5434,0,1,1,0,3750,3750,3544,NA,0,1,9027,1,1,627,627,0,3544,2471,3750,4226,3938,4540,1,161,3,3
"7006",24,2490,288,288,9025,0,1,9025,1,0,1,0,0,0,0,0,2640,2531,2411,2377,NA,0,2496,0,0,0,0,2696,3486,2662,NA,0,1,9054,1,1,288,288,0,2662,2838,2696,3486,3181,3152,1,96,3,3
"7007",24,2607,3958,3958,8983,0,0,8983,0,35,1,1,1,0,0,1,3082,3136,1632,2576,1,1,3900,0,0,0,0,224,796,5145,NA,0,0,NA,0,0,3900,3900,0,5145,0,224,357,796,1091,1,115,27,27
"7008",24,517,1638,1638,9067,1,0,9067,0,12,1,1,1,0,0,1,0,0,464,1604,1,1,1638,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,1638,1638,0,NA,NA,NA,NA,NA,NA,0,51,26,26
"7009",23,851,1404,1404,8976,0,0,8976,0,0,1,1,1,0,0,1,120,2214,681,390,1,1,1404,0,0,0,0,2904,0,1025,NA,0,0,NA,0,0,1404,1404,0,1025,1492,2904,3271,0,0,1,54,26,26
"7010",23,4635,7524,7524,8997,0,0,8997,0,48,1,1,1,0,0,1,5286,4428,4861,3963,1,0,5434,0,0,0,0,298,3729,4778,NA,0,0,NA,0,0,5434,5434,0,4778,3260,0,0,298,3729,1,161,36,36
"7011",22,541,1938,1938,9011,1,0,9011,0,0,1,1,1,1,0,0,0,1391,444,329,1,1,1326,0,0,0,0,0,0,1889,NA,0,0,NA,0,0,1326,1326,0,1889,1189,0,0,0,0,0,51,38,38
"7012",22,806,561,663,9060,0,0,9060,0,0,1,0,0,0,0,1,711,1196,728,590,1,0,1326,0,0,0,0,999,1245,950,9172,1,0,9145,1,0,561,663,0,1053,950,0,999,1245,1019,1,51,11,13
"7013",22,4861,5434,5434,9060,1,0,9060,0,48,1,1,1,1,0,0,4854,3592,4220,6778,0,1,5434,0,0,0,0,60,0,3228,NA,0,0,NA,0,0,5434,5434,0,4854,3228,1507,0,60,0,0,161,26,26
"7014",21,3813,1410,1410,8997,0,0,8997,0,0,1,0,0,1,1,0,3813,3813,3813,3813,NA,1,3666,0,0,0,0,1260,2340,0,NA,0,1,9094,1,0,1410,1410,0,0,0,1260,2340,2340,2340,0,141,10,10
"7015",21,1740,1224,1224,9060,0,0,9060,0,0,1,0,0,0,0,1,1751,1625,1904,1679,1,1,1768,0,0,0,0,150,1622,1306,9270,1,0,9194,1,0,1224,1224,0,1751,1306,781,150,1622,1278,1,68,18,18
"7016",24,2097,4836,4836,8997,1,0,8997,0,43,1,1,1,1,0,0,0,678,4043,3665,0,1,4836,0,0,0,0,792,792,1440,9214,1,0,NA,0,0,4836,4836,0,1440,0,0,0,792,1393,0,143,26,26
"7017",21,1453,1508,1508,9053,1,0,9053,0,0,1,1,1,1,0,0,1642,1455,1412,1302,1,0,1508,0,0,0,0,558,911,1445,NA,0,0,NA,0,0,1508,1508,0,1642,1445,203,558,594,911,0,58,26,26
"7018",25,4107,0,0,9018,1,1,9018,0,48,1,0,0,0,0,1,4647,4622,5526,1633,1,0,5434,0,0,0,0,3908,3908,3776,9221,1,1,9025,1,1,0,0,0,3776,3257,3908,2366,0,0,0,161,0,0
"7019",22,811,1938,1938,9004,0,0,9004,0,0,1,1,1,0,0,1,0,683,928,1632,1,1,1326,1,0,0,0,336,1007,0,NA,0,0,NA,0,0,1326,1326,0,0,0,0,336,1153,1007,0,51,38,38
"7020",20,2658,4560,4560,8983,0,0,8983,0,0,1,1,1,1,0,0,2484,3375,3067,1705,0,0,3120,0,0,0,0,778,778,3375,NA,0,0,NA,0,0,3120,3120,0,3375,1688,0,0,0,778,1,120,38,38
"7021",22,736,1430,1430,9011,0,0,9011,0,0,1,1,1,1,0,0,0,0,1611,1334,0,1,1430,1,0,0,0,1279,0,2435,NA,0,0,NA,0,0,1430,1430,0,2435,1246,1279,0,0,0,0,55,26,26
"7022",23,2546,2912,2912,9074,0,0,9074,0,0,1,1,1,1,0,0,3618,2415,1967,2183,1,1,2912,0,0,0,0,0,0,2614,NA,0,0,NA,0,0,2912,2912,0,3618,2614,2106,0,0,0,1,112,26,26
"7023",23,3337,1197,1197,9046,0,0,9046,0,0,1,0,0,0,0,1,3675,3225,3500,2947,1,1,3458,0,0,0,0,350,350,3150,NA,0,1,9132,1,0,1197,1197,0,3675,3150,683,350,125,0,1,133,9,9
"7024",20,978,54,54,9067,0,1,9067,1,0,1,0,0,0,0,0,1711,567,453,1182,NA,1,1404,0,0,0,0,2408,2408,0,NA,0,1,9085,1,1,54,54,0,1711,0,1140,2408,3596,3036,1,54,1,1
"7025",23,2057,3040,3040,9032,1,0,9032,0,0,1,1,1,1,0,0,2190,2104,2080,1855,0,1,2080,0,0,0,0,65,0,2442,NA,0,0,NA,0,0,2080,2080,0,2442,2140,65,0,100,0,0,80,38,38
"7026",20,1025,0,0,8997,0,1,8997,0,0,1,0,0,1,0,0,995,605,1347,1153,1,0,1326,0,0,0,0,2126,2126,1810,NA,0,1,9002,1,1,0,0,0,1810,2300,2126,1918,2015,2441,1,51,0,0
"7027",24,443,0,0,8990,0,1,8990,1,0,1,0,0,0,0,0,0,235,952,586,NA,1,1326,0,0,0,0,233,0,561,NA,0,1,8997,1,1,0,0,0,561,739,0,233,993,310,1,51,0,0
"7028",23,2331,2567,2567,9053,0,0,9053,0,0,1,0,0,0,0,1,0,4664,3469,1192,1,1,3926,0,0,0,0,1860,4382,0,NA,0,0,9181,1,0,2567,2567,0,664,0,0,1860,4382,4250,1,151,17,17
"7029",23,3044,1785,1785,9040,0,0,9039,0,0,1,0,0,0,0,1,3115,3271,2791,3000,1,1,3094,0,0,0,0,234,839,3115,NA,0,0,9167,1,0,1785,1785,0,3115,3601,0,234,839,1120,1,119,15,15
"7030",22,2983,3042,3042,9046,0,0,9046,0,0,1,1,1,1,0,0,2699,2905,3164,3166,0,1,3042,0,0,0,0,0,0,0,NA,0,0,NA,0,0,3042,3042,0,2699,0,0,0,0,0,1,117,26,26
"7031",22,878,1625,1625,9040,0,0,9058,0,0,1,0,0,0,1,1,0,0,2817,694,1,1,1690,0,0,0,0,1664,1664,0,9193,1,0,9293,1,0,1625,1625,0,2817,0,0,0,0,1664,0,65,25,25
"7032",21,2593,540,540,9060,0,0,9060,0,0,1,0,0,1,0,0,2927,2384,2887,2174,1,0,2808,0,0,0,0,254,254,2541,9459,1,1,9475,1,0,540,540,0,2927,2541,0,254,2575,2721,1,108,5,5
"7033",21,1233,885,885,9046,0,0,9046,0,0,1,0,0,1,0,0,463,1349,1806,1313,1,1,1534,0,0,0,0,779,823,1640,9242,1,0,9158,1,0,885,885,0,463,1640,90,779,823,0,1,59,15,15
"7034",26,1455,3762,3762,9025,0,0,9025,1,23,1,1,1,0,1,0,0,1720,1970,2130,NA,1,2574,0,0,0,0,0,0,1871,NA,0,0,NA,0,0,2574,2574,0,1871,1485,0,0,0,0,0,76,38,38
"7035",20,1615,159,1369,9011,1,0,9011,0,0,1,0,0,1,0,0,1403,1181,1739,2139,1,1,1872,0,0,0,0,362,362,2585,9060,1,1,9041,1,1,159,1369,0,2585,2532,362,1093,3291,3182,0,72,3,21
"7036",22,1239,552,552,9040,0,0,9039,1,0,1,0,0,0,0,0,0,0,2588,2370,NA,1,2392,0,0,0,0,0,0,2588,NA,0,1,9132,1,0,552,552,0,2588,584,0,0,0,0,1,92,6,6
"7037",23,4007,1610,2093,9041,0,1,9039,0,0,1,0,0,0,0,1,5255,4747,2261,3764,1,1,4186,0,0,0,0,1372,5123,5255,9333,1,1,9116,1,1,1610,2093,0,5255,3044,1372,5123,6070,4344,1,161,10,13
"7038",34,3670,5970,5970,9018,0,0,9018,0,46,1,1,1,0,0,1,3381,3679,3043,4575,1,0,5174,0,0,0,1,240,119,3920,NA,0,0,NA,0,0,5174,5174,0,3920,3323,240,0,0,119,0,153,30,30
"7039",20,2112,300,1200,9067,0,0,9067,0,0,1,0,0,1,1,0,3691,1620,1422,1717,0,1,2600,0,0,0,0,4066,4066,3899,9151,1,1,9096,1,1,300,1200,0,3691,3899,3793,4066,2596,5555,0,100,3,12
"7040",23,2148,266,399,8983,0,1,8983,0,31,1,0,0,0,1,1,2702,1605,1494,2791,1,0,3458,0,1,1,0,2060,2060,2819,9305,1,1,9034,1,1,266,399,0,2819,807,2060,2805,2926,1765,0,102,2,3
"7041",22,2474,4726,4726,9011,0,0,9011,0,32,1,1,1,1,0,0,1810,2323,3143,2621,1,1,3614,0,0,0,0,5027,0,2402,NA,0,0,NA,0,0,3614,3614,0,2402,2260,0,0,5027,0,1,107,34,34
"7042",22,924,1378,1378,8997,0,0,8997,0,0,1,1,1,1,1,0,2050,493,814,340,1,1,1378,0,0,0,0,0,0,0,NA,0,0,NA,0,0,1378,1378,0,0,43,0,0,0,0,0,53,26,26
"7043",20,1757,2340,2340,9011,0,0,9011,1,0,1,1,1,0,0,0,2424,1796,1548,1262,NA,1,2028,0,0,0,0,1332,1332,4094,NA,0,0,NA,0,0,2028,2028,0,4094,2556,0,0,1332,2844,1,78,30,30
"7044",25,3609,7942,7942,8990,0,0,8990,0,48,1,1,1,0,1,1,4464,4870,3508,1594,1,1,5434,0,0,0,0,3701,3589,6362,NA,0,0,NA,0,0,5434,5434,0,6362,4000,3701,1549,260,3589,0,161,38,38
"7045",34,2948,1705,1705,9018,0,0,9018,1,36,1,0,0,0,0,0,3358,2556,3031,2846,NA,1,4030,0,0,0,1,2436,2436,3007,NA,0,0,9146,1,0,1705,1705,0,3007,2308,0,2436,4971,4308,0,119,11,11
"7046",20,1768,3224,3224,9060,1,0,9060,1,0,1,1,1,0,0,0,3237,3437,261,136,NA,0,3224,0,0,0,0,251,2640,3218,NA,0,0,NA,0,0,3224,3224,0,3237,3218,927,251,2861,2640,0,124,26,26
"7047",29,4772,6118,6118,8976,0,0,8976,1,0,1,1,1,0,0,0,5210,4203,5466,4208,NA,1,4186,0,0,0,0,0,0,3517,NA,0,0,NA,0,0,4186,4186,0,3517,142,0,0,0,0,1,161,38,38
"7048",32,645,172,172,9081,0,1,9081,1,11,1,0,0,0,0,0,0,1305,678,596,NA,0,1612,0,0,0,1,2595,2595,2201,NA,0,1,9109,1,1,172,172,0,1837,2201,1584,2595,2782,2326,0,51,3,3
"7049",54,6550,3220,3220,9011,0,0,9011,0,0,1,0,0,0,0,1,6500,6700,6500,6500,1,1,4186,0,0,0,0,3460,5260,6500,NA,0,0,9161,1,0,3220,3220,0,6500,5250,0,3460,5260,5263,1,161,20,20
"7050",53,6327,6118,6118,9004,0,0,9004,0,0,1,1,1,0,0,1,6760,6646,6019,5883,1,1,4186,0,0,0,0,0,0,6760,NA,0,0,NA,0,0,4186,4186,0,6760,5200,0,0,0,0,1,161,38,38
"7051",51,2104,2320,2320,9011,0,0,9011,0,0,1,1,1,1,0,0,2122,1967,2140,2188,1,0,2080,0,0,0,0,0,0,2343,NA,0,0,NA,0,0,2080,2080,0,2343,2080,0,0,0,0,1,80,29,29
"7052",50,2948,393,629,9055,0,0,9053,0,0,1,0,0,0,0,1,2405,2325,3670,3392,1,0,3406,0,1,1,0,2670,2670,1850,9098,1,1,9081,1,1,393,629,1,2405,1850,786,2670,2986,2578,1,131,3,5
"7053",54,4058,6992,6992,8990,0,0,8990,0,0,1,1,1,1,0,0,4038,3462,5271,3462,1,0,4186,0,0,0,0,1837,1837,4689,NA,0,0,NA,0,0,4186,4186,0,4689,1959,0,0,0,1837,1,161,38,38
"7054",49,692,1734,1734,8992,0,0,8990,1,0,1,1,1,0,0,0,31,190,910,1638,NA,0,1326,0,0,0,0,897,0,579,NA,0,0,NA,0,0,1326,1326,0,579,1618,897,53,1783,0,1,51,34,34
"7055",50,7097,2254,3220,9067,0,0,9067,0,0,1,0,0,1,0,0,6117,7531,8760,5980,0,0,4186,0,0,0,0,4417,6625,6457,9375,1,0,9173,1,0,2254,3220,0,6117,6457,1960,4417,6625,4417,1,161,14,20
"7056",51,970,1872,1872,9046,0,0,9046,0,0,1,1,1,0,0,1,0,0,2027,1855,NA,1,1872,0,0,0,0,336,637,1241,NA,0,0,NA,0,0,1872,1872,0,2027,1241,0,0,336,637,1,72,26,26
"7057",51,2476,1581,1581,9074,0,0,9074,0,0,1,0,0,1,0,0,2475,2475,2529,2425,NA,0,2418,0,0,0,0,388,2580,2475,NA,0,0,9201,1,0,1581,1581,0,2475,2475,1238,388,2580,2356,1,93,17,17
"7058",49,3703,3744,3744,9039,0,0,9039,0,0,1,1,1,0,0,1,3927,3298,3704,3882,1,0,3744,0,0,0,0,561,1064,3142,NA,0,0,NA,0,0,3744,3744,0,3142,3927,561,0,202,1064,1,144,27,27
"7059",51,3246,6308,6308,9025,1,0,9025,0,38,1,1,1,1,0,0,3386,3245,2902,3451,1,1,4290,0,0,0,0,0,0,5076,NA,0,0,NA,0,0,4290,4290,0,5076,3347,0,0,0,0,0,127,39,39
"7060",46,8041,3344,3344,9018,0,0,9018,0,48,1,0,0,1,0,0,9286,7066,7036,8777,1,1,5434,0,0,0,0,3088,8411,12420,NA,0,0,9138,1,0,3344,3344,0,12420,9965,3088,8411,7785,4138,1,161,16,16
"7061",45,2461,3562,3562,9040,1,0,9039,0,0,1,1,1,0,0,1,0,2461,3692,3692,1,0,3562,0,0,0,0,0,0,2461,NA,0,0,NA,0,0,3562,3562,0,2461,0,0,0,0,0,0,137,26,26
"7062",43,1121,2508,2508,9025,0,0,9025,1,15,1,1,1,0,0,0,868,1028,1020,1569,NA,0,1716,0,0,0,0,625,0,62,NA,0,0,NA,0,0,1716,1716,0,62,0,625,1362,477,0,1,51,38,38
"7063",46,3215,4186,4186,9018,0,0,9018,1,0,1,1,1,0,0,0,0,0,988,11871,NA,0,4186,0,0,0,0,2774,2774,2642,NA,0,0,NA,0,0,4186,4186,0,2642,2830,0,0,2774,3385,1,161,26,26
"7064",47,12023,2442,2442,9025,0,0,9025,0,48,1,0,0,1,0,0,5908,8892,6892,26400,0,0,5434,0,0,0,0,147,0,6892,NA,0,0,9117,1,0,2442,2442,0,6892,4923,147,0,5289,5336,1,161,12,12
"7065",46,4397,6118,6118,8997,0,0,8997,0,0,1,1,1,0,0,1,4254,4081,4018,5233,1,0,4186,0,0,0,0,0,0,4543,NA,0,0,NA,0,0,4186,4186,0,4543,5818,0,0,0,0,1,161,38,38
"7066",43,1697,2210,2210,9011,0,0,9011,0,29,1,0,0,1,0,0,3766,1465,540,1015,1,0,3276,0,0,0,0,35,1364,3888,NA,0,0,9166,1,0,2210,2210,0,3888,0,35,1559,1364,1888,1,97,21,21
"7067",41,3200,6048,6048,9004,0,0,9004,0,44,1,1,1,0,0,1,4025,3529,1412,3834,1,0,4914,0,0,0,0,552,0,4586,NA,0,0,NA,0,0,4914,4914,0,4586,485,0,552,138,0,1,145,32,32
"7068",41,3000,0,0,9039,0,1,9039,0,0,1,0,0,0,0,1,0,1425,5729,4847,1,1,4186,0,0,0,0,1567,1567,4926,9410,1,1,9046,1,1,0,0,0,4926,0,1567,4976,6070,4788,1,161,0,0
"7069",45,2637,0,292,9039,0,0,9039,0,0,1,0,0,0,0,1,2655,2792,2920,2179,NA,0,2756,0,0,0,0,2028,2028,2789,9053,1,1,9046,1,1,0,292,0,2789,1960,2028,2217,2216,2427,1,106,0,3
"7070",41,1140,1604,1604,9053,0,0,9053,1,16,1,0,0,0,0,0,1498,1179,1245,637,NA,0,1742,0,0,0,0,1166,1813,1317,NA,0,0,NA,0,0,1604,1604,0,1498,1317,409,0,1166,1813,1,51,25,25
"7071",43,1986,3354,3354,9081,0,0,9081,0,0,1,1,1,0,0,1,5061,1912,313,659,0,0,3354,0,0,0,0,106,0,636,NA,0,0,NA,0,0,3354,3354,0,5061,636,235,106,0,0,1,129,27,27
"7072",43,1300,4250,4250,8990,1,0,8990,0,29,1,1,1,0,0,1,0,0,2879,2319,1,0,3250,0,0,0,0,1765,2898,2757,NA,0,0,NA,0,0,3250,3250,0,2757,1389,0,0,1765,2898,0,96,34,34
"7073",43,1789,3686,3686,9018,1,0,9018,0,23,1,1,1,1,0,0,1635,2004,1535,1981,1,0,2522,0,0,0,0,0,0,2243,NA,0,0,NA,0,0,2522,2522,0,2243,1316,0,0,0,0,0,74,38,38
"7074",41,2585,448,448,9032,0,1,9032,0,0,1,0,0,1,0,0,2783,3284,2124,2150,1,0,2912,0,1,1,0,2066,2507,2956,NA,0,1,9068,1,1,448,448,1,2956,2853,2066,2507,2800,2400,1,112,4,4
"7075",42,4477,161,161,9004,0,1,9004,0,0,1,0,0,0,0,1,4413,4735,4308,4454,1,1,4186,0,1,1,0,2782,2782,4564,NA,0,1,9048,1,1,161,161,1,4564,3293,2782,4100,4240,3180,1,161,1,1
"7076",41,2600,3250,3250,9060,0,0,9060,1,29,1,1,1,0,0,0,2600,2600,2600,2600,NA,0,3250,0,0,0,0,1675,1675,2000,NA,0,0,NA,0,0,3250,3250,0,2600,2000,200,0,0,1675,1,96,26,26
"7077",41,2705,6574,6574,9018,0,0,9018,0,40,1,1,1,0,0,1,4123,3041,2907,751,1,1,4498,0,0,0,0,0,0,4005,NA,0,0,NA,0,0,4498,4498,0,4005,2969,0,0,0,0,1,133,38,38
"7078",47,4482,1288,2415,9032,1,1,9032,0,0,1,0,0,1,0,0,4587,4430,4557,4354,0,0,4186,0,0,0,0,1684,4350,3017,9221,1,1,9096,1,1,1288,2415,0,3017,2385,1684,4350,0,3783,0,161,8,15
"7079",39,3103,5434,5434,9018,1,0,9018,0,48,1,1,1,0,0,1,3738,5225,348,3102,1,1,5434,0,0,0,0,4550,4225,3738,NA,0,0,NA,0,0,5434,5434,0,3738,3052,4550,4225,4225,3064,0,161,26,26
"7080",39,494,2356,2356,9004,0,0,9004,1,11,1,1,1,0,0,0,0,0,871,1103,NA,1,1612,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,1612,1612,0,NA,NA,NA,NA,NA,NA,1,51,38,38
"7081",37,4425,7942,7942,9004,0,0,9004,1,48,1,1,1,0,0,0,4513,4684,4319,4184,NA,0,5434,0,0,0,0,0,0,2913,NA,0,0,NA,0,0,5434,5434,0,2913,0,0,0,0,0,1,161,38,38
"7082",38,5051,5434,5434,9060,0,0,9060,0,48,1,1,1,0,0,1,4474,5069,5021,5640,1,0,5434,0,0,0,1,0,0,5078,NA,0,0,NA,0,0,5434,5434,0,4474,5078,2317,0,0,0,0,161,26,26
"7083",38,3466,5044,5044,9046,0,0,9046,1,45,1,1,1,0,0,0,3758,2166,4314,3623,NA,1,5044,0,0,0,0,240,90,3374,NA,0,0,NA,0,0,5044,5044,0,3848,3374,1973,0,240,90,1,149,26,26
"7084",39,8892,5434,5434,8983,0,0,8983,0,48,1,1,1,0,0,1,8966,9295,8858,8450,0,1,5434,0,0,0,0,7500,7500,8552,9200,1,0,NA,0,0,5434,5434,0,8552,5586,0,0,7500,8125,1,161,26,26
"7085",37,1728,3382,3382,8983,0,0,8983,0,0,1,1,1,1,0,0,0,2575,2119,2217,1,1,2314,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,2314,2314,0,NA,NA,NA,NA,NA,NA,1,89,38,38
"7086",40,3959,3171,3171,9081,0,0,9081,1,0,1,0,0,0,0,0,3917,3992,3744,4184,NA,1,3926,0,0,0,0,2858,3176,3764,NA,0,0,9237,1,0,3171,3171,0,3917,3764,4724,0,2858,3176,1,151,21,21
"7087",35,2195,0,1980,9074,0,0,9074,0,46,1,0,0,0,0,1,0,6655,571,1556,0,1,5148,0,0,0,0,4706,4706,7653,9088,1,1,9082,1,1,0,1980,0,6655,7653,3891,4706,7698,7441,1,152,0,10
"7088",37,3969,745,745,8990,0,1,8990,1,0,1,0,0,0,0,0,4025,4025,4025,3800,NA,0,3874,0,0,0,1,4250,4250,4025,NA,0,1,9033,1,1,745,745,0,4025,3423,4250,4250,4250,3540,0,149,5,5
"7089",39,6015,483,483,9046,0,1,9046,1,0,1,0,0,0,0,0,5460,5330,7085,6185,NA,0,4186,0,0,0,0,4846,4846,4680,NA,0,1,9081,1,1,483,483,0,5460,4680,4399,4846,5005,4750,1,161,3,3
"7090",36,4497,4598,4598,9074,0,0,9074,0,48,1,0,0,1,0,0,4154,4846,4172,4816,1,0,5434,0,0,0,0,3719,0,4846,NA,0,0,9237,1,0,4598,4598,0,4154,4846,2423,0,3719,0,1,161,22,22
"7091",38,1416,2571,2571,8976,0,0,8976,0,23,1,1,1,1,0,0,0,1861,1615,2186,1,0,2548,0,0,0,0,969,2520,2451,8999,1,0,9174,1,0,2548,2548,0,2451,791,0,969,2520,2520,1,75,27,27
"7092",37,2743,1710,1710,9074,0,1,9074,1,44,1,0,0,0,0,0,0,4441,3447,3085,NA,0,4940,0,0,0,0,3280,5082,5095,NA,0,1,9145,1,1,1710,1710,0,4692,5095,0,3280,5082,4675,1,146,9,9
"7093",39,1314,1886,2050,9040,0,0,9039,0,19,1,0,0,1,0,0,1927,1483,858,987,1,1,2132,0,0,0,0,342,751,1927,9226,1,0,9207,1,0,1886,2050,0,1927,873,342,236,751,686,1,63,23,25
"7094",36,1483,968,968,8997,0,0,8997,0,21,1,0,0,0,0,1,1863,1744,581,1744,1,0,2288,0,0,0,0,890,1919,1863,NA,0,0,9082,1,0,968,968,0,1863,0,890,1919,1919,640,1,67,11,11
"7095",38,4794,6945,6945,8997,0,0,8997,0,48,1,1,1,0,0,1,4365,5762,5277,3774,0,0,5434,0,0,0,0,381,4552,4487,NA,0,0,NA,0,0,5434,5434,0,4487,3329,381,0,3633,4552,1,161,34,34
"7096",37,1831,3718,3718,8997,0,0,8997,0,33,1,1,1,0,0,1,0,1375,2800,3150,1,1,3718,0,0,0,0,600,3700,3750,9396,1,0,NA,0,0,3718,3718,0,3750,1625,0,600,3700,0,1,110,26,26
"7097",40,2311,0,2002,9004,0,0,9004,1,0,1,0,0,0,0,0,2038,2319,2322,2565,NA,0,2366,0,0,0,0,538,538,2612,9018,1,1,9010,1,1,0,2002,0,2612,1952,538,627,2504,2815,1,91,0,22
"7098",37,1106,146,146,9074,0,1,9074,0,17,1,0,0,0,0,1,0,1436,1520,1466,1,0,1898,0,1,1,0,1669,1669,0,NA,0,1,9093,1,1,146,146,1,0,0,1048,1669,1899,1367,1,56,2,2
"7099",37,455,1560,1560,9060,0,0,9060,0,9,1,1,1,1,0,0,0,350,751,720,1,1,1560,0,0,0,0,0,0,2347,NA,0,0,NA,0,0,1560,1560,0,0,2347,0,0,0,0,1,51,26,26
"7100",27,3877,4082,4082,9046,0,0,9046,1,0,1,1,1,0,0,0,3819,3174,4237,4278,NA,0,4082,0,0,0,0,400,0,0,NA,0,0,NA,0,0,4082,4082,0,3819,0,0,400,0,0,1,157,26,26
"7101",38,736,1344,1344,9067,0,0,9067,0,13,1,0,0,1,0,0,0,753,1496,697,1,1,1664,0,0,0,0,3958,3958,3695,9473,1,0,9222,1,0,1344,1344,0,3157,3695,0,0,3958,4336,1,51,21,21
"7102",41,1317,0,0,9032,0,1,9032,1,0,1,0,0,0,0,0,0,182,1764,3320,NA,1,2470,0,0,0,0,223,223,167,NA,0,1,9039,1,1,0,0,0,167,832,223,0,0,0,1,95,0,0
"7103",37,4973,2508,2508,9046,0,0,9046,0,48,1,0,0,1,0,0,5462,4395,5152,4884,0,0,5434,0,0,0,0,4046,4046,4510,NA,0,0,9138,1,0,2508,2508,0,5462,4510,949,4046,4943,5121,1,161,12,12
"7104",38,1263,2470,2470,8997,0,0,8997,0,0,1,1,1,1,0,0,0,1793,1704,1557,1,0,1690,0,0,0,0,1664,0,1885,NA,0,0,NA,0,0,1690,1690,0,1885,1835,1664,1456,1686,0,1,65,38,38
"7105",34,4381,7942,7942,9018,0,0,9018,1,48,1,1,1,0,0,0,4536,4511,4193,4283,NA,1,5434,0,0,0,0,0,0,4743,NA,0,0,NA,0,0,5434,5434,0,4743,4403,0,0,0,0,1,161,38,38
"7106",36,2979,0,0,9053,0,1,9053,0,0,1,0,0,0,0,1,3619,1815,3058,3423,1,0,3406,0,0,0,0,3711,3711,901,NA,0,1,9060,1,1,0,0,0,3619,901,1463,3711,3639,62,1,131,0,0
"7107",36,1943,2002,2002,9053,0,0,9053,0,0,1,1,1,0,0,1,2071,2061,1767,1873,1,1,2002,0,0,0,0,130,1579,1087,NA,0,0,NA,0,0,2002,2002,0,2071,1087,308,0,130,1579,1,77,26,26
"7108",36,529,315,315,9040,0,1,9039,1,12,1,0,0,0,0,0,0,0,1598,520,NA,0,1638,0,0,0,0,389,389,1598,NA,0,1,9083,1,1,315,315,0,1598,1430,0,389,1751,1779,1,51,5,5
"7109",35,1608,129,129,8983,0,1,8983,1,30,1,0,0,0,0,0,0,1081,2734,2616,NA,0,3354,0,0,0,0,2710,2710,2405,NA,0,1,8999,1,1,129,129,0,2405,1690,2710,2713,2958,3118,1,99,1,1
"7110",36,4821,7942,7942,8997,0,0,8997,0,48,1,1,1,0,0,1,4957,5137,4517,4674,1,1,5434,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,5434,5434,0,NA,NA,NA,NA,NA,NA,1,161,38,38
