"","AGE","AVPREARN","BENEPAID","BENPDBYE","BENYRBEG","BLACK","BONELIGB","CLAIMDT","CONTROL","DEPALLOW","ELIG2","EXSTBEN1","EXSTBENY","HIE","HISPANIC","JSIE","L1QWAGES","L2QWAGES","L3QWAGES","L4QWAGES","LAGREE","MALE","MBASR","NATVAMER","NOHSUB","NOHSUB1","OTHERACE","POSPEARN","POSQEARN","PREPEARN","REFILEDT","REFILEIN","REHIRE11","REHIREDT","REHIREIN","RHIREARN","SRBEN1","SRBENYR","VCHPAID","WGETOT1","WGETOT2","WGETOT3","WGETOT4","WGETOT5","WGETOT6","WHITE","WKBENEFT","WKPAID","WKSPDBYE"
"1",29,3367,519,2941,9046,0,0,9046,0,40,1,0,0,1,0,0,3202,3646,3055,3565,1,1,4498,0,1,1,0,1769,1769,3860,9186,1,1,9088,1,1,519,2941,0,3202,3860,1321,1769,0,0,1,133,3,17
"2",29,4175,0,0,8990,0,0,8990,0,0,1,0,0,1,1,0,1555,4944,4946,5255,NA,1,4186,0,0,0,0,0,0,977,9158,1,1,8997,1,0,0,0,0,977,2062,0,0,0,0,0,161,0,0
"3",24,2456,0,0,9004,0,1,9004,1,0,1,0,0,0,0,0,3000,3000,3500,326,NA,0,3120,0,0,0,0,911,911,3086,NA,0,1,9011,1,1,0,0,0,3086,2607,911,1302,1207,2855,1,120,0,0
"4",52,5725,0,0,8983,0,1,8983,0,0,1,0,0,0,0,1,7477,7117,7104,1204,1,1,4186,0,1,1,0,6720,6720,6018,NA,0,1,8993,1,1,0,0,1,6018,5030,6720,5610,5690,5828,1,161,0,0
"5",28,4386,1463,1463,9039,0,1,9039,1,48,1,0,0,0,0,0,4595,4255,4434,4261,NA,1,5434,0,0,0,0,1300,5380,3934,NA,0,1,9098,1,1,1463,1463,0,3934,5090,1300,5380,5382,6662,1,161,7,7
"6",27,3715,596,596,9039,0,1,9039,1,0,1,0,0,0,0,0,4160,3476,3887,3338,NA,1,3874,0,0,0,0,3971,5730,5594,9431,1,1,9075,1,1,596,596,0,5594,4314,3971,5730,4466,2683,1,149,4,4
"7",28,7404,1288,1288,9074,0,1,9074,1,0,1,0,0,0,0,0,7809,7809,7404,6596,NA,0,4186,0,0,0,1,8412,8412,8050,NA,0,1,9138,1,1,1288,1288,0,7809,8050,2477,8412,7734,9036,0,161,8,8
"8",36,4768,6118,6118,9032,0,0,9032,0,0,1,1,1,1,0,0,5638,4807,4715,3912,0,0,4186,0,0,0,0,966,966,5665,NA,0,0,NA,0,0,4186,4186,0,5665,4899,0,0,0,966,1,161,38,38
"9",23,3103,1740,1740,8976,0,0,8976,1,0,1,0,0,0,0,0,4312,3520,3072,1510,NA,1,3770,0,0,0,0,2242,3749,0,NA,0,0,9075,1,0,1740,1740,0,0,0,2242,3749,4705,3712,1,145,12,12
"10",30,5451,0,644,9039,0,1,9039,1,0,1,0,0,0,0,0,5460,5375,5820,5149,NA,1,4186,0,0,0,0,4429,4429,5961,9179,1,1,8185,1,1,0,644,0,5961,7508,4429,3318,10133,9500,1,161,0,4
"11",45,12826,5434,5434,9046,0,0,9046,0,48,1,1,1,0,0,1,13461,11538,12500,13803,NA,1,5434,0,0,0,0,0,0,0,NA,0,0,NA,0,0,5434,5434,0,0,0,4475,0,0,0,1,161,26,26
"12",27,2564,6498,6498,9011,1,0,9011,0,40,1,1,1,1,0,0,0,3200,3345,3711,1,0,4446,0,0,0,0,2708,2708,3174,NA,0,0,NA,0,0,4446,4446,0,3174,371,0,0,0,2708,0,131,38,38
"13",50,12495,7942,7942,8983,0,0,8983,0,48,1,1,1,0,0,1,11483,13507,13507,11483,1,1,5434,0,0,0,0,2125,0,14013,NA,0,0,NA,0,0,5434,5434,0,14013,26618,2125,0,0,0,1,161,38,38
"14",43,7308,1463,1463,8990,0,0,8990,0,48,1,0,0,1,0,0,7475,8757,6500,6500,1,1,5434,0,1,1,0,0,0,7475,NA,0,1,9047,1,0,1463,1463,1,7475,5175,0,0,0,0,1,161,7,7
"15",31,3256,1881,1881,8976,0,0,8976,0,48,1,0,0,0,1,1,0,5231,4334,3457,1,1,5434,0,0,0,0,0,0,4584,NA,0,1,9048,1,0,1881,1881,0,4584,2437,0,0,0,0,0,161,9,9
"16",25,5127,483,483,8983,0,1,8983,0,0,1,0,0,1,0,0,0,8595,7004,4907,1,0,4186,0,0,0,0,5380,5380,9473,NA,0,1,9021,1,1,483,483,0,9473,4727,5380,6417,9086,6713,1,161,3,3
"17",54,3762,4830,4830,8990,0,0,8990,0,0,1,1,1,1,0,0,0,5233,4950,4864,1,1,4186,0,0,0,0,708,4250,4223,NA,0,0,NA,0,0,4186,4186,0,4223,4991,0,708,4250,2833,1,161,30,30
"18",44,2284,3534,3534,8997,0,0,8997,0,0,1,1,1,0,0,1,2594,2414,2340,1787,1,0,2418,0,0,0,0,53,0,2709,NA,0,0,NA,0,0,2418,2418,0,2709,1958,53,0,0,0,1,93,38,38
"19",23,1406,2522,2522,8990,0,0,8990,0,23,1,1,1,0,0,1,2255,1762,1041,565,1,0,2522,0,0,0,0,874,874,47,NA,0,0,NA,0,0,2522,2522,0,47,0,0,0,874,1310,1,74,26,26
"20",34,2415,0,0,9039,0,0,9039,0,0,1,0,0,0,0,1,3091,2950,2853,765,1,0,2912,0,0,0,0,2224,2224,3807,9067,1,1,9046,1,1,0,0,0,3807,3348,2224,2651,4666,4550,1,112,0,0
"21",25,3377,5197,5197,8997,0,0,8997,0,0,1,1,1,1,0,0,2500,4375,3148,3486,0,0,3770,0,0,0,0,0,0,3750,9057,1,0,NA,0,0,3770,3770,0,3750,0,0,0,0,0,1,145,37,37
"22",43,10959,483,483,9046,0,1,9046,1,0,1,0,0,0,0,0,12012,11533,9370,10921,NA,1,4186,0,0,0,0,6692,6692,9529,9480,1,1,9075,1,1,483,483,0,12012,9529,12764,6692,8077,6923,1,161,3,3
"23",26,5810,3703,3703,9053,0,0,9053,0,0,1,0,0,1,0,0,3710,5799,6984,6747,1,0,4186,0,0,0,0,0,0,4020,NA,0,0,9237,1,0,3703,3703,0,3710,4020,300,0,0,0,1,161,23,23
"24",42,7200,6118,6118,8997,0,0,8997,1,0,1,1,1,0,0,0,8100,8200,7500,5000,NA,1,4186,0,0,0,0,0,0,8100,NA,0,0,NA,0,0,4186,4186,0,8100,1050,0,0,0,0,1,161,38,38
"25",49,3769,3266,3266,8997,0,0,8997,1,0,1,0,0,0,0,0,3787,3806,3851,3634,NA,1,3692,0,0,0,0,1323,4384,3861,9368,1,0,9384,1,0,3266,3266,0,3861,2596,0,1323,4384,2406,1,142,23,23
"26",45,2316,755,755,8997,0,1,8997,0,0,1,0,0,0,0,1,0,2622,5520,1120,0,0,3926,0,0,0,0,5420,5420,270,NA,0,1,9041,1,1,755,755,0,270,215,5420,7308,6042,5868,1,151,5,5
"27",35,4354,1643,1643,9074,0,0,9074,1,0,1,0,0,0,0,0,5766,3951,3951,3750,NA,0,4186,0,0,0,0,2858,692,4500,NA,0,0,9159,1,0,1643,1643,0,5766,4500,2123,2858,692,1215,1,161,11,11
"28",35,5849,5434,5434,9032,0,0,9032,0,48,1,1,1,1,0,0,7056,6705,5307,4327,1,1,5434,0,0,0,0,6658,0,6813,9118,1,0,NA,0,0,5434,5434,0,6813,10744,6658,0,0,0,1,161,26,26
"29",32,4206,1881,1881,8976,0,0,8976,1,48,1,0,0,0,0,0,0,5882,6540,4402,NA,0,5434,0,0,0,0,579,579,2248,NA,0,1,9062,1,0,1881,1881,0,2248,1892,579,0,579,4415,1,161,9,9
"30",47,13095,4180,4180,9039,0,0,9039,0,48,1,0,0,1,0,0,9798,11893,11912,18779,1,1,5434,0,0,0,0,4916,3956,11841,NA,0,0,9187,1,0,4180,4180,0,11841,21156,4916,2596,3956,6371,1,161,20,20
"31",31,5146,1127,1127,9032,0,1,9032,0,0,1,0,0,1,0,0,5250,5250,5083,5000,0,1,4186,0,0,0,0,3891,8049,5250,NA,0,1,9090,1,1,1127,1127,0,5250,3500,3891,8049,9391,8049,1,161,7,7
"32",47,8717,2090,2090,9060,0,0,9060,0,48,1,0,0,0,0,1,0,12314,10645,11911,1,1,5434,0,1,1,1,28054,28054,12306,NA,0,1,9138,1,0,2090,2090,1,10126,12306,4537,28054,901,901,0,161,10,10
"33",27,2577,4056,4056,9060,0,0,9060,0,36,1,1,1,0,0,1,3257,2985,816,3249,1,0,4056,0,0,0,1,0,0,3406,NA,0,0,NA,0,0,4056,4056,0,3257,3406,1378,0,0,0,0,120,26,26
"34",32,1293,1455,1746,9046,0,0,9046,0,23,1,0,0,0,0,1,0,2323,1656,1194,0,0,2522,0,0,0,0,960,1208,3187,9270,1,0,9172,1,0,1455,1746,0,2323,3187,403,960,1208,3080,1,74,15,18
"35",33,1953,0,0,9040,0,0,9039,1,39,1,0,0,0,0,0,771,1047,161,5834,NA,1,4342,0,0,0,0,1144,1144,771,9095,1,1,9046,1,1,0,0,0,771,864,1144,1259,675,0,1,128,0,0
"36",45,6072,2090,2090,9004,0,0,9004,0,48,1,0,0,0,0,1,6499,6500,5677,5612,1,1,5434,0,0,0,0,0,0,6500,9079,1,1,9132,1,0,2090,2090,0,6500,9600,0,0,0,0,1,161,10,10
"37",39,16983,6118,6118,8976,1,0,8976,0,0,1,1,1,0,0,1,10555,12665,19370,25343,1,1,4186,0,0,0,0,1162,1257,4480,NA,0,0,NA,0,0,4186,4186,0,4480,186,1162,1425,1200,1257,0,161,38,38
"38",36,1636,448,448,9046,0,1,9046,0,26,1,0,0,0,0,1,0,2453,1928,2164,NA,0,2912,0,1,1,0,2923,2923,2643,NA,0,1,9082,1,1,448,448,1,2453,2643,1815,2923,3051,3120,1,86,4,4
"39",29,6310,2299,2299,9046,0,0,9046,0,48,1,0,0,1,0,0,6175,5700,6400,6965,1,1,5434,0,0,0,1,2207,2207,0,NA,0,0,9132,1,0,2299,2299,0,6175,0,389,2207,2261,0,0,161,11,11
"40",25,3025,149,149,8990,0,1,8990,1,35,1,0,0,0,0,0,3066,3066,3085,2885,NA,1,3874,0,0,0,0,5429,5429,3070,NA,0,1,9006,1,1,149,149,0,3070,3433,5429,5194,4639,5032,1,114,1,1
"41",37,4225,0,0,8976,0,1,8976,0,0,1,0,0,1,0,0,3600,4500,4500,4300,1,1,4186,0,0,0,0,4759,4759,4725,NA,0,1,8987,1,1,0,0,0,4725,4149,4759,5465,5240,5197,1,161,0,0
"42",29,1602,2756,2756,9067,0,0,9067,0,0,1,1,1,0,0,1,3143,2583,269,416,1,1,2756,0,0,0,0,726,555,2809,9431,1,0,NA,0,0,2756,2756,0,3143,2809,2101,726,675,555,1,106,26,26
"43",35,6795,5434,5434,9060,0,0,9060,0,48,1,1,1,0,0,1,0,9508,9630,8040,1,0,5434,0,0,0,0,9222,9589,9341,NA,0,0,NA,0,0,5434,5434,0,7778,9341,4125,9222,1200,9589,1,161,26,26
"44",40,543,1629,1629,9067,0,0,9067,1,12,1,0,0,0,0,0,0,705,44,1425,NA,0,1638,1,0,0,0,0,0,1967,NA,0,0,NA,0,0,1629,1629,0,275,1967,568,0,0,0,0,51,26,26
"45",52,4190,4082,4082,9060,1,0,9060,0,0,1,1,1,1,0,0,4134,4184,4134,4306,1,0,4082,0,0,0,0,2348,3504,4331,NA,0,0,NA,0,0,4082,4082,0,4134,4331,2944,0,2348,3504,0,157,26,26
"46",38,10941,6118,6118,8983,0,0,8983,1,0,1,1,1,0,0,0,10067,8509,11239,13949,NA,0,4186,0,0,0,0,0,0,10057,NA,0,0,NA,0,0,4186,4186,0,10057,35101,0,0,0,0,1,161,38,38
"47",21,2128,2310,2310,9074,0,0,9074,1,0,1,0,0,0,0,0,1309,2445,2918,1842,NA,1,2574,0,0,0,0,0,0,0,9162,1,0,9223,1,0,2310,2310,0,1309,0,587,0,0,0,1,99,20,20
"48",31,2757,4186,4186,9067,0,0,9067,1,0,1,1,1,0,0,0,0,0,8213,2816,NA,0,4186,0,0,0,0,0,0,6570,NA,0,0,NA,0,0,4186,4186,0,8213,6570,8047,0,0,0,1,161,26,26
"49",28,5622,2576,2576,9040,0,0,9039,1,0,1,0,0,0,0,0,5440,5180,6940,4928,NA,0,4186,0,0,0,0,3385,5077,5440,NA,0,0,9159,1,0,2576,2576,0,5440,5180,0,3385,5077,5923,1,161,16,16
"50",24,3657,2203,4186,8983,0,0,8983,0,0,1,0,1,1,0,0,3691,4295,1318,5323,0,0,4186,0,0,0,0,1126,719,4295,9138,1,0,9109,1,0,2203,4186,0,4295,2637,1126,719,405,0,1,161,14,28
"51",47,2592,4710,4710,9000,0,0,8997,1,0,1,1,1,0,0,0,905,4022,998,4442,NA,1,4082,1,0,0,0,76,2210,847,NA,0,0,NA,0,0,4082,4082,0,847,0,76,256,2210,1683,0,157,30,30
"52",52,4137,1288,3381,8990,0,0,8990,0,0,1,0,0,0,0,1,3282,5159,4420,3687,1,0,4186,0,1,1,0,1532,4368,7265,9116,1,1,9057,1,1,1288,3381,0,7265,3428,1532,4368,5276,391,1,161,8,21
"53",41,4196,6688,6688,9011,0,0,9011,1,48,1,1,1,0,0,0,4339,4176,4561,3706,NA,0,5434,0,0,0,0,1914,4625,4351,NA,0,0,NA,0,0,5434,5434,0,4351,3901,1914,0,3302,4625,1,161,32,32
"54",39,10639,209,209,9004,0,0,9004,1,48,1,0,0,0,0,0,11742,10174,10707,9932,NA,1,5434,0,0,0,0,0,0,16250,9098,1,1,9020,1,0,209,209,0,16250,18423,0,0,0,0,1,161,1,1
"55",32,4692,0,0,9046,0,0,9046,0,0,1,0,0,1,0,0,0,6843,5498,6428,1,0,4186,0,0,0,0,0,0,17459,NA,0,1,9053,1,0,0,0,0,6004,17459,0,0,0,0,1,161,0,0
"56",27,4611,6270,6270,9004,0,0,9004,0,48,1,1,1,0,0,1,4264,4004,5068,5110,1,0,5434,0,0,0,0,0,0,4680,NA,0,0,NA,0,0,5434,5434,0,4680,3600,0,0,0,0,1,161,30,30
"57",36,8000,6479,6479,8983,0,0,8983,1,48,1,1,1,0,0,0,8615,7385,8615,7385,NA,1,5434,0,0,0,0,0,0,7385,NA,0,0,NA,0,0,5434,5434,0,7385,3115,0,0,0,0,1,161,31,31
"58",30,2930,2880,2880,8976,0,0,8976,0,0,1,0,0,0,0,1,3845,2625,2625,2625,1,1,3120,0,0,0,0,2428,2680,3093,NA,0,0,9152,1,0,2880,2880,0,3093,0,0,2428,2680,3684,1,120,24,24
"59",35,3598,6188,6188,9018,0,0,9018,0,42,1,1,1,1,1,0,3675,3164,3810,3744,1,1,4732,0,0,0,0,634,0,3171,9212,1,0,NA,0,0,4732,4732,0,3171,1651,0,0,634,0,0,140,34,34
"60",24,1333,644,644,9040,1,1,9039,0,0,1,0,0,0,0,1,0,2285,2666,381,1,0,2392,0,1,1,0,854,3046,2285,NA,0,1,9097,1,1,644,644,1,2285,0,854,3046,1262,0,0,92,7,7
"61",54,2571,808,1919,9074,0,0,9074,0,0,1,0,0,1,0,0,2462,2848,2393,2583,1,0,2626,0,1,1,0,1505,1505,2726,9200,1,1,9139,1,1,808,1919,0,2462,2726,829,1505,880,2640,1,101,8,19
"62",35,11412,5016,5016,9074,0,0,9074,1,48,1,0,0,0,0,0,11188,10102,10398,13958,NA,1,5434,0,0,0,0,2351,12169,13085,NA,0,0,9250,1,0,5016,5016,0,11188,13085,6379,2351,5720,12169,1,161,24,24
"63",32,9317,2508,2508,9067,0,0,9067,0,48,1,0,0,0,0,1,7089,7808,12179,10194,1,1,5434,0,0,0,0,5462,7500,7973,NA,0,0,9159,1,0,2508,2508,0,7089,7973,558,5462,7500,7500,1,161,12,12
"64",54,2585,4028,4028,8983,0,0,8983,0,0,1,1,1,0,0,1,2532,2272,3175,2362,1,1,2756,0,0,0,0,210,0,1950,9144,1,0,NA,0,0,2756,2756,0,1950,1634,210,0,0,0,1,106,38,38
"65",38,4359,3872,3872,9004,0,0,9004,0,0,1,0,0,1,0,0,4400,4411,4335,4291,0,0,4186,0,0,0,0,1760,1331,4686,9039,1,0,9370,1,0,3872,3872,0,4686,3346,1760,4269,1331,0,1,161,26,26
"66",42,3408,0,0,8997,1,1,8997,0,41,1,0,0,0,0,1,2983,3767,3610,3270,1,1,4628,0,0,0,0,518,518,3611,NA,0,1,9000,1,1,0,0,0,3611,3621,518,0,0,0,0,137,0,0
"67",37,3619,7182,7182,8990,1,0,8990,0,44,1,1,1,0,0,1,3640,4200,3060,3576,1,0,4914,0,0,0,0,336,5798,3976,NA,0,0,NA,0,0,4914,4914,0,3976,2240,0,336,2364,5798,0,145,38,38
"68",45,3280,5106,5106,9081,1,0,9081,0,48,1,0,0,1,0,0,0,4356,4042,4723,1,1,5434,0,0,0,0,3837,2360,2913,NA,0,0,NA,0,0,5106,5106,0,0,2913,2930,0,3837,2360,0,161,25,25
"69",28,5862,0,0,8997,0,1,8997,0,0,1,0,0,1,0,0,6542,5578,5962,5366,1,0,4186,0,0,0,0,3642,3642,3212,NA,0,1,9004,1,1,0,0,0,3212,4654,3642,5923,5495,6667,1,161,0,0
"70",34,914,2812,2812,9018,1,0,9018,0,17,1,1,1,0,0,1,0,1636,1437,583,0,0,1924,0,0,0,0,0,0,1585,NA,0,0,NA,0,0,1924,1924,0,1585,0,0,0,0,0,0,57,38,38
"71",28,2707,3796,3796,9039,0,0,9039,0,34,1,1,1,1,1,0,2647,3018,2151,3010,0,0,3796,0,0,0,0,683,2292,2725,NA,0,0,NA,0,0,3796,3796,0,2725,2659,683,0,2292,2750,0,112,26,26
"72",51,1115,0,0,9067,0,1,9067,0,0,1,0,0,0,0,1,1588,902,711,1260,1,0,1378,0,0,0,0,1087,1087,2358,NA,0,1,9074,1,1,0,0,0,1588,2358,1511,1087,765,993,1,53,0,0
"73",49,14733,5434,5434,9074,0,0,9074,0,48,1,1,1,1,0,0,14571,15615,14415,14330,0,1,5434,0,0,0,0,14497,14497,13278,NA,0,0,NA,0,0,5434,5434,0,14571,13278,5895,0,14497,14497,1,161,26,26
"74",33,1343,3198,3198,9060,1,0,9060,1,29,1,1,1,0,0,0,0,293,3212,1864,NA,0,3198,0,0,0,0,0,0,1206,NA,0,0,NA,0,0,3198,3198,0,0,1206,0,0,0,0,0,94,26,26
"75",34,4525,615,615,9011,0,1,9011,0,0,1,0,0,0,0,1,4473,4815,4468,4346,1,1,4186,0,1,1,0,4808,0,4541,NA,0,1,9044,1,1,615,615,1,4541,4427,0,0,4808,6731,1,161,4,4
"76",35,4245,0,3542,9067,0,0,9067,0,0,1,0,0,0,0,1,4472,5867,4392,2247,1,1,4186,0,0,0,0,3223,3223,5943,9130,1,1,9075,1,1,0,3542,0,4472,5943,5704,3223,0,2868,1,161,0,22
"77",37,1800,1160,1160,9018,1,0,9018,1,27,1,0,0,0,0,0,3300,1300,1500,1100,NA,1,3016,0,0,0,0,3575,3840,4900,NA,0,1,9097,1,0,1160,1160,0,4900,6800,3575,3840,3473,4262,0,89,10,10
"78",26,1782,3300,3300,9025,0,0,9025,1,0,1,0,0,0,0,0,0,0,3721,3408,NA,1,3432,0,0,0,0,0,0,3293,NA,0,0,9209,1,0,3300,3300,0,3293,4750,0,0,0,0,1,132,25,25
"79",40,2228,4186,4186,9018,0,0,9018,0,0,1,1,1,0,0,1,0,0,1694,7218,1,0,4186,0,0,0,0,0,0,6862,NA,0,0,NA,0,0,4186,4186,0,6862,7448,0,0,0,0,1,161,28,28
"80",22,1171,204,204,9053,0,0,9053,0,0,1,0,0,1,1,0,257,1921,1754,751,1,0,1768,0,0,0,0,0,0,0,NA,0,1,9097,1,0,204,204,0,257,0,0,0,0,0,0,68,3,3
"81",41,9000,5434,5434,9011,0,0,9011,0,48,1,1,1,1,0,0,9000,9000,9000,9000,0,1,5434,0,0,0,0,0,0,9000,NA,0,0,NA,0,0,5434,5434,0,9000,7800,0,0,0,0,1,161,26,26
"82",35,4580,5434,5434,8990,0,0,8990,1,48,1,1,1,0,0,0,4849,4174,4936,4359,NA,0,5434,0,0,0,0,969,4403,3530,NA,0,0,9188,1,0,5434,5434,0,3530,3918,0,969,4403,4682,1,161,26,26
"83",46,6537,0,0,9039,0,1,9039,1,48,1,0,0,0,0,0,6650,6500,6500,6500,NA,1,5434,0,0,0,0,6552,6552,7000,NA,0,1,9054,1,1,0,0,0,7000,6875,6552,6890,7727,8655,1,161,0,0
"84",31,1458,728,728,9027,1,0,9025,1,24,1,0,0,0,0,0,0,1505,2155,2171,NA,1,2704,0,0,0,0,0,0,1875,NA,0,1,9097,1,0,728,728,0,1875,701,0,0,0,0,0,80,7,7
"85",30,5595,2576,2576,8990,0,0,8990,0,0,1,0,0,0,0,1,5942,5800,4800,5839,NA,1,4186,0,0,0,0,910,3500,6346,NA,0,0,9110,1,0,2576,2576,0,6346,4657,910,3500,4252,4198,1,161,16,16
"86",52,8258,0,0,9039,0,1,9039,0,0,1,0,0,0,1,1,8490,8490,8025,8025,1,1,4186,0,0,0,0,21333,21333,8490,NA,0,1,9055,1,1,0,0,0,8490,8490,21333,7615,9692,8308,0,161,0,0
"87",37,3503,744,744,8990,0,1,8990,0,43,1,0,0,0,1,1,4305,3385,3328,2996,1,0,4836,0,0,0,0,4736,4736,3095,NA,0,1,9026,1,1,744,744,0,3095,2815,4736,4549,3956,3365,0,143,4,4
"88",30,2163,4218,4218,8997,0,0,8997,1,26,1,1,1,0,0,0,2248,2318,2143,1944,NA,0,2886,0,0,0,0,0,0,2489,NA,0,0,NA,0,0,2886,2886,0,2489,481,0,0,0,0,1,85,38,38
"89",29,3624,3822,3822,9039,1,0,9039,0,0,1,1,1,0,0,1,3949,3999,3312,3234,1,0,3822,0,0,0,0,1466,2878,3245,NA,0,0,NA,0,0,3822,3822,0,3245,3683,1466,2175,2878,3662,0,147,26,26
"90",26,1958,1885,1885,9018,0,0,9018,1,0,1,0,0,0,0,0,0,0,4510,3324,NA,1,3770,0,0,0,0,2175,2175,3711,NA,0,0,9174,1,0,1885,1885,0,3711,0,0,2175,6092,0,1,145,13,13
"91",38,1634,0,264,9067,0,0,9067,0,22,1,0,0,0,0,1,2102,1827,1509,1100,1,0,2470,0,0,0,0,1193,1193,2280,9081,1,1,9072,1,1,0,264,0,2102,2280,1929,1193,1489,2778,1,73,0,4
"92",32,593,255,255,9046,0,0,9046,1,0,1,0,0,0,0,0,0,0,900,1471,NA,0,1326,0,0,0,0,0,0,0,NA,0,1,9090,1,0,255,255,0,900,0,0,0,0,0,1,51,5,5
"93",52,3286,396,600,8976,0,0,8976,1,0,1,0,0,0,0,0,3774,3317,2945,3106,NA,1,3432,0,0,0,0,2400,2400,3025,9067,1,1,9018,1,1,396,600,0,3025,2728,2400,3726,576,4647,1,132,3,5
"94",33,7971,5313,5313,9011,0,0,9011,1,0,1,1,1,0,0,0,7385,9115,8615,6769,NA,0,4186,0,0,0,0,0,0,9146,NA,0,0,NA,0,0,4186,4186,0,9146,8091,0,0,0,0,1,161,33,33
"95",29,2766,4995,4995,8997,0,0,8997,0,43,1,1,1,0,1,1,631,4182,3484,2769,1,0,4810,0,0,0,0,0,0,3638,NA,0,0,NA,0,0,4810,4810,0,3638,1555,0,0,0,0,0,142,27,27
"96",27,3926,146,146,8997,0,1,8997,0,0,1,0,0,1,0,0,3952,3952,3952,3846,1,0,3796,0,0,0,0,4000,4000,4189,NA,0,1,9013,1,1,146,146,0,4189,5075,4000,4000,0,4250,1,146,1,1
"97",25,4508,0,0,8997,1,0,8997,0,0,1,0,0,1,0,0,3810,6036,4297,3891,1,1,4186,0,0,0,0,0,0,5912,NA,0,1,9004,1,0,0,0,0,5912,2246,0,0,0,0,0,161,0,0
"98",51,2204,3042,3042,9074,1,0,9074,0,27,1,1,1,0,0,1,2581,2184,2286,1763,1,1,3042,0,0,0,0,0,0,2548,NA,0,0,NA,0,0,3042,3042,0,2581,2548,1112,0,0,0,0,90,26,26
"99",46,1042,1275,1275,9032,1,0,9032,0,0,1,0,0,0,0,1,962,851,1194,1162,1,0,1326,0,0,0,0,180,885,825,NA,0,0,9223,1,0,1275,1275,0,825,960,0,180,885,1155,0,51,25,25
"100",48,8808,5434,5434,9046,0,0,9046,0,48,1,1,1,0,0,1,9485,8130,9485,8130,1,1,5434,0,0,0,0,0,0,8130,NA,0,0,NA,0,0,5434,5434,0,9485,8130,5268,0,0,0,1,161,26,26
"101",42,1055,2964,2964,8983,1,0,8983,1,0,1,1,1,0,0,0,0,0,1536,2683,NA,0,2028,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,2028,2028,0,NA,NA,NA,NA,NA,NA,0,78,38,38
"102",44,15000,1288,1288,9039,0,0,9039,1,0,1,0,0,0,0,0,15000,15000,15000,15000,NA,1,4186,0,0,0,0,NA,NA,NA,NA,0,1,9103,1,0,1288,1288,0,NA,NA,NA,NA,NA,NA,1,161,8,8
"103",30,2632,1136,1136,9011,1,1,9011,0,33,1,0,0,1,0,0,2936,2933,2399,2258,0,1,3692,0,0,0,0,1213,1706,2364,NA,0,1,9075,1,1,1136,1136,0,2364,1579,1213,1706,1718,1505,0,109,8,8
"104",46,4821,1463,1463,8983,0,1,8983,0,48,1,0,0,0,0,1,0,6850,5869,6565,1,1,5434,0,1,1,0,14111,14111,6850,9473,1,1,9040,1,1,1463,1463,1,6850,7229,14111,7808,6692,7808,1,161,7,7
"105",38,4137,7990,7990,9006,0,0,9004,1,48,1,1,1,0,1,0,4002,2796,3963,5787,NA,0,5434,0,0,0,0,142,950,1453,NA,0,0,NA,0,0,5434,5434,0,1453,0,142,846,0,950,0,161,39,39
"106",34,2791,4294,4294,9011,0,0,9011,0,0,1,1,1,1,0,0,3054,2240,3028,2841,1,0,2938,0,0,0,0,139,0,1245,NA,0,0,NA,0,0,2938,2938,0,1245,826,139,0,455,0,1,113,39,39
"107",27,6212,966,966,9053,0,1,9053,0,0,1,0,0,1,0,0,6140,6294,6047,6366,1,1,4186,0,0,0,0,5548,5548,5732,NA,0,1,9103,1,1,966,966,0,6140,5732,4810,5548,7563,0,1,161,6,6
"108",49,13312,6992,6992,8976,0,0,8976,0,0,1,1,1,0,0,1,19500,11250,11250,11250,1,1,4186,0,0,0,0,0,0,12500,NA,0,0,NA,0,0,4186,4186,0,12500,3429,0,0,0,0,1,161,38,38
"109",27,957,300,300,9004,0,1,9004,0,0,1,0,0,1,0,0,0,2099,1152,576,1,1,1560,0,1,1,0,2160,2160,1932,9228,1,1,9046,1,1,300,300,1,1932,32,2160,2030,0,0,1,60,5,5
"110",38,1967,0,3108,8983,0,0,8983,1,27,1,0,1,0,0,0,2301,2412,2429,727,NA,0,3042,0,0,0,0,359,359,311,9011,1,1,8992,1,1,0,3042,0,311,1213,359,758,915,1796,1,90,0,27
"111",52,1892,3014,3014,8983,0,0,8983,0,32,1,0,0,0,0,1,0,2375,3258,1935,1,1,3562,0,0,0,0,3922,5141,5218,NA,0,0,9145,1,0,3014,3014,0,5218,1306,0,3922,5141,5787,1,105,22,22
"112",44,10540,4389,4389,8983,0,0,8983,1,48,1,0,0,0,0,0,8931,14222,10079,8931,NA,1,5434,0,0,0,0,0,0,10419,NA,0,0,NA,0,0,4389,4389,0,10419,10988,0,0,0,0,1,161,21,21
"113",40,4536,1127,1127,9081,0,0,9081,0,0,1,0,0,1,0,0,4841,3981,4626,4696,1,0,4186,0,0,0,0,2504,2504,4094,NA,0,1,9161,1,0,1127,1127,0,4841,4094,5380,2504,4116,4367,1,161,7,7
"114",41,3037,405,3510,9081,1,0,9081,1,0,1,0,1,0,0,0,3975,3186,3307,1679,NA,0,3510,0,0,0,0,2545,2545,3997,9179,1,1,9113,1,1,405,3510,0,3975,3997,2945,2545,493,1970,0,135,3,26
