"","AGE","AVPREARN","BONELIGB","CLAIMDT","DEPALLOW","ELIG2","L1QWAGES","L2QWAGES","L3QWAGES","L4QWAGES","MALE","MBASR","NOHSUB","NOHSUB1","POSPEARN","POSQEARN","PREPEARN","SRBEN1","SRBENYR","WGETOT1","WGETOT2","WGETOT3","WGETOT4","WGETOT5","WGETOT6","Z_HIE","Z_JSIE","A_HIE","A_JSIE","time_r","status_r","RACE"
"2978",21,3119,1,8997,0,1,3671,4070,2440,2296,0,3744,0,0,2107,2107,2472,864,1008,2472,2479,2107,2975,3952,2172,0,0,0,0,50,1,"White"
"2979",34,4754,0,9011,48,1,4041,3723,5760,5494,0,5434,0,0,548,7670,0,5225,5225,0,9626,548,692,7670,5710,0,1,0,1,182,0,"White"
"2980",34,3519,0,8976,40,1,3584,3584,3480,3428,0,4498,0,0,410,1337,3584,4498,4498,3584,2428,410,449,0,1337,0,1,0,1,182,0,"White"
"2981",33,3084,0,9081,0,1,4032,2474,3345,2486,0,3562,0,0,1050,3208,3449,1096,2603,4032,3449,3026,1050,3208,3705,1,0,1,0,70,1,"White"
"2982",35,3787,0,9046,43,1,3927,3740,3740,3740,0,4810,0,0,1540,2942,4114,3515,3515,3927,4114,136,1540,2942,3419,0,1,0,1,140,1,"White"
"2983",33,2040,0,9039,41,1,0,3833,939,3388,0,4550,0,0,289,0,3833,4550,4550,3833,3437,289,0,0,0,1,0,1,0,182,0,"White"
"2984",34,4454,0,9032,0,1,4417,4485,4467,4446,1,4186,0,0,7282,0,4479,4186,4186,4479,4293,7282,0,0,0,1,0,1,0,182,0,"Black"
"2985",33,588,0,9025,13,1,0,0,1600,750,1,1664,0,0,3400,3400,4800,960,960,4800,4800,0,3400,0,0,0,0,0,0,114,1,"White"
"2986",32,5626,0,9018,48,1,7396,4750,6285,4073,1,5434,0,0,1498,8278,7024,5434,5434,7024,7861,0,0,1498,8278,0,0,0,0,182,0,"White"
"2987",32,3749,0,9074,0,1,3916,3830,3688,3563,0,3744,0,0,852,4004,3777,3744,3744,3916,3777,3683,0,852,4004,0,1,0,1,182,0,"White"
"2988",33,6881,0,9053,48,1,0,9928,8911,8686,1,5434,0,0,740,0,9647,5434,5434,11298,9647,514,740,703,0,1,0,1,0,182,0,"Black"
"2989",32,2362,0,8976,30,1,2561,2120,2688,2080,0,3302,0,0,484,484,0,3302,3302,0,0,0,0,0,484,0,1,0,1,182,0,"White"
"2990",32,4089,0,9074,48,1,4651,4055,4097,3551,0,5434,0,0,858,1678,3166,5016,5016,4651,3166,3633,0,858,1678,1,0,1,0,176,1,"Black"
"2991",33,2379,1,9011,0,1,0,0,4235,5280,1,4186,1,1,3451,3451,1804,461,461,1804,1170,3451,3784,3655,3283,0,1,0,1,30,1,"White"
"2992",32,2623,0,8983,0,1,2400,2607,2595,2889,1,2652,0,0,1554,1554,2397,2652,2652,2397,1400,0,0,1554,0,0,1,0,1,182,0,"White"
"2993",32,7270,0,9004,48,1,8764,6799,7327,6188,1,5434,0,0,7064,8369,9591,4180,4180,9591,9475,7064,7247,8369,0,0,1,0,1,148,1,"White"
"2994",32,484,0,9025,0,1,0,896,765,273,1,1326,0,0,1450,1864,690,1134,1134,690,0,0,1450,1864,2366,0,0,0,0,142,1,"Black"
"2995",32,3998,1,9039,48,1,0,5330,5330,5330,1,5434,0,0,2782,5169,5460,627,627,5460,5964,2782,5169,4789,5107,0,0,0,0,29,1,"White"
"2996",32,4616,0,9067,48,1,5180,4642,4295,4347,0,5434,0,0,894,3076,3335,5434,5434,5180,3335,1755,894,2481,3076,0,0,0,0,182,0,"Black"
"2997",32,6046,1,9074,48,1,7441,6224,5320,5200,1,5434,1,1,5555,0,4611,0,0,7441,4611,2909,0,5555,6539,0,1,0,1,8,1,"White"
"2998",32,741,0,9060,13,1,0,1037,1310,617,0,1664,0,0,85,2850,1731,1664,1664,1037,1731,860,85,0,2850,0,1,0,1,182,0,"White"
"2999",28,4199,0,9074,48,1,0,7004,5327,4466,1,5434,0,0,3844,6096,6332,2299,2299,7004,6332,1770,3844,6096,6508,0,0,0,0,86,1,"White"
"3000",32,1725,0,8997,35,1,0,3131,3117,650,1,3926,0,0,2803,2803,3744,755,3775,3744,2049,2803,594,3963,4272,1,0,1,0,43,1,"White"
"3001",32,1114,0,9025,23,1,0,440,943,3071,0,2522,0,0,588,588,851,2522,2522,851,1697,0,0,588,1640,0,1,0,1,182,0,"White"
"3002",30,2373,1,8983,42,1,3921,3535,1958,80,1,4680,0,0,744,744,3555,0,0,3555,1633,744,200,2278,54,0,0,0,0,28,1,"Black"
"3003",31,2214,1,9068,0,1,0,2699,2570,3587,1,3042,0,0,4142,4142,4378,468,468,4366,4378,644,4142,5684,641,1,0,1,0,30,1,"White"
"3004",29,2406,1,9053,32,1,1795,2123,3247,2459,0,3588,0,0,1453,1453,2637,0,0,1795,2637,767,1453,1105,1319,0,1,0,1,7,1,"Black"
"3005",26,2372,0,9039,38,1,0,3761,3028,2701,1,4264,0,0,550,0,3735,4264,4264,3735,3775,550,0,1670,0,1,0,1,0,182,0,"White"
"3006",30,1356,0,9074,0,1,0,2755,2215,453,1,2392,0,0,2079,3133,2002,2300,2300,2755,2002,1600,0,2079,3133,1,0,0,0,182,1,"White"
"3007",33,1218,0,9018,27,1,0,0,3134,1739,1,3042,0,0,3401,4273,4515,3042,3042,4515,2968,3401,4077,4273,2858,0,1,0,1,182,0,"Black"
"3008",32,543,1,9032,10,1,0,372,1159,640,0,1586,0,0,617,0,0,61,61,0,0,0,0,617,1218,0,0,0,0,16,1,"Black"
"3009",31,6039,0,9018,48,1,6063,6271,6130,5693,1,5434,0,0,2119,0,8231,5434,5434,8231,8308,0,0,2119,0,0,0,0,0,182,0,"Black"
"3010",30,672,0,9032,15,1,0,0,1995,692,0,1716,0,0,204,0,2636,1716,1716,2636,2146,204,0,0,0,0,0,0,0,182,0,"Black"
"3011",32,2230,1,9025,39,1,0,3686,3219,2014,0,4342,0,0,2863,2863,3157,0,0,3157,4177,2863,3540,3660,3294,1,0,1,0,7,1,"White"
"3012",31,2100,0,9004,0,1,284,650,4354,3111,1,3588,0,0,0,0,5120,3588,3588,5120,1672,0,0,0,0,1,0,0,0,182,0,"White"
"3013",28,6693,0,9053,48,1,0,14436,6472,5864,0,5434,1,1,5739,5739,8938,1881,1881,14436,8938,4763,5739,6988,6639,0,1,0,1,182,0,"Black"
"3014",30,985,0,9046,0,1,949,1898,1013,80,1,1404,0,0,0,0,156,1404,1404,949,156,0,0,0,0,1,0,1,0,182,0,"Black"
"3015",29,1719,0,8983,0,1,0,0,2209,4667,0,3302,0,0,1477,1477,750,3302,3302,750,0,0,0,1477,2377,0,0,0,0,182,0,"White"
"3016",29,3744,0,9011,0,1,3486,4174,3915,3399,0,3900,0,0,975,0,3708,3300,3300,3708,2600,0,0,0,975,0,1,0,1,182,0,"White"
"3017",27,3680,0,9011,47,1,3319,3420,4964,3017,0,5252,0,0,2175,2175,3237,5252,5252,3237,3090,0,0,0,2175,0,1,0,1,182,0,"Black"
"3018",30,5968,1,9025,0,1,6105,6105,5956,5706,0,4186,0,0,1250,0,6471,483,483,6471,4314,1250,0,5646,7488,0,0,0,0,30,1,"White"
"3019",30,1376,0,9011,0,1,0,0,1163,4341,0,2652,0,0,0,0,2893,2652,2652,2893,2403,0,0,0,0,0,0,0,0,182,0,"White"
"3020",30,2349,0,9011,38,1,3308,3503,1481,1104,0,4264,0,0,0,0,3722,3936,3936,3722,2017,0,0,0,0,0,0,0,0,182,0,"White"
"3021",42,1380,0,9025,21,1,0,1889,1835,1797,0,2340,0,0,83,0,856,2340,2340,856,1685,83,0,0,0,1,0,1,0,182,0,"Black"
"3022",29,1691,1,8990,0,1,0,2700,3362,704,0,2912,1,1,3503,3503,2700,336,336,2700,1814,3503,2682,2787,7032,0,1,0,1,29,1,"White"
"3023",29,5453,0,8997,48,1,4535,6306,5636,5334,0,5434,0,0,178,0,6292,5434,5434,6292,4348,178,0,0,0,0,1,0,1,182,0,"White"
"3024",27,1621,0,9025,36,1,0,108,2519,3858,1,4004,0,0,518,1228,0,4004,4004,0,3264,0,0,518,1228,0,0,0,0,182,0,"Black"
"3025",26,3412,0,9032,0,1,4433,4028,3506,1680,0,4056,0,0,86,3713,3706,2184,2184,3706,4938,86,3713,4962,4817,0,1,0,1,106,1,"White"
"3026",28,768,0,9081,0,1,911,878,675,608,1,1326,0,0,675,861,1046,1326,1326,911,1046,928,675,991,861,0,1,0,1,182,0,"Black"
"3027",25,5030,1,9025,0,1,5506,5542,3473,5599,0,4186,0,0,174,174,4593,0,0,4593,3186,174,1047,1643,1432,0,0,0,0,7,1,"White"
"3028",29,1812,0,9018,0,1,2642,2447,1723,435,1,2470,0,0,794,2457,2328,950,950,2328,2090,794,2457,2545,2462,0,0,0,0,79,1,"White"
"3029",29,5020,0,8983,48,1,4880,5200,5200,4800,1,5434,0,0,4080,6010,4784,2090,2090,4784,3717,4080,6010,6242,6528,1,0,1,0,78,1,"White"
"3030",27,3683,1,9011,0,1,4448,4158,3258,2867,1,4134,0,0,4723,4723,3959,477,477,3959,2092,4723,5163,4494,4532,0,0,0,0,44,1,"White"
"3031",29,7488,0,9039,48,1,7488,7488,7488,7488,1,5434,0,0,8072,7500,7488,627,627,7488,7488,8072,7500,5500,8250,0,0,0,0,182,0,"Hispanic"
"3032",29,4290,0,9067,48,1,0,0,8580,8580,1,5434,0,0,0,0,8580,5434,5434,8580,8580,2800,0,0,0,0,1,0,1,182,0,"White"
"3033",29,4871,1,9046,0,1,5057,4950,4738,4738,0,4186,0,0,4340,4340,4598,322,322,5057,4598,4170,4340,4515,0,0,0,0,0,22,1,"Black"
"3034",21,1028,0,9053,0,1,0,3161,259,693,1,1872,0,0,1139,3364,5045,1512,1872,3161,5045,1319,1139,3364,6123,0,0,0,0,155,1,"White"
"3035",28,3322,1,9011,0,1,2647,2899,4167,3576,1,3744,1,1,1466,3297,2067,1152,1152,2067,2545,1466,3297,3566,0,1,0,1,0,64,1,"White"
"3036",28,6050,0,9039,0,1,6050,6050,6050,6050,1,4186,0,0,292,1294,6050,2968,2968,6050,8842,0,292,1294,755,0,1,0,0,169,1,"White"
"3037",28,4803,0,9060,48,1,4981,4269,4981,4981,1,5434,0,0,4062,4062,4269,5434,5434,4981,4269,2064,0,0,4062,1,0,1,0,182,0,"Black"
"3038",29,4361,0,9004,48,1,4534,4412,4796,3702,1,5434,0,0,758,3600,3592,5016,5016,3592,3879,758,1560,3600,2600,0,1,0,1,182,1,"White"
"3039",27,2589,0,9039,33,1,2969,2755,2880,1751,0,3666,0,0,917,0,2962,3666,3666,2962,2725,0,0,0,917,0,0,0,0,182,0,"Black"
"3040",27,4474,0,8983,48,1,4419,4244,5622,3613,1,5434,0,0,2071,4525,4538,1881,1881,4538,1579,2071,4525,6131,5557,0,1,0,1,86,1,"White"
"3041",27,3168,0,9081,0,1,0,4242,3636,4795,1,4186,0,0,868,868,3842,1070,1070,4242,3842,8316,868,3933,4742,0,1,0,1,121,1,"White"
"3042",28,5250,1,8997,48,1,5083,5358,5474,5083,1,5434,0,0,4301,5083,5083,1463,1463,5083,3128,4301,5083,5083,5083,0,0,0,0,58,1,"White"
"3043",26,3015,0,9032,35,1,3200,3087,2772,3000,0,3952,0,0,550,328,3300,3952,3952,3300,3300,550,0,0,328,1,0,1,0,182,0,"White"
"3044",27,1426,0,9039,32,1,0,0,2568,3138,1,3588,0,0,1673,3652,0,2208,2898,0,0,0,1673,3652,1028,0,1,0,1,120,1,"White"
"3045",27,1250,1,9060,0,1,0,2246,2376,376,1,2236,1,1,2849,2849,2294,258,258,2246,2294,1786,2849,0,2383,0,1,0,1,30,1,"White"
"3046",27,1151,0,9011,0,1,0,2145,483,1975,1,1976,0,0,450,0,1840,1976,1976,1840,1030,450,0,0,0,0,1,0,0,182,0,"Black"
"3047",23,1472,0,9053,23,1,0,2205,1890,1794,0,2574,0,0,0,0,1789,99,99,2205,1789,221,0,0,0,0,1,0,1,58,1,"White"
"3048",25,1108,0,9032,0,1,0,0,1108,3323,1,2132,0,0,2771,2771,1096,0,1886,1096,3050,2771,1192,3479,2126,0,1,0,1,14,1,"White"
"3049",31,2133,0,9004,36,1,2116,813,4238,1364,1,4004,0,0,1905,1905,2146,2792,2792,2146,0,0,1905,1000,691,1,0,1,0,129,1,"White"
"3050",26,1213,0,9053,0,1,696,1749,1265,1143,1,1456,0,0,0,0,0,1456,1456,696,0,0,0,0,0,0,0,0,0,182,0,"White"
"3051",27,3032,0,9018,0,1,2935,3461,2981,2752,0,3120,0,0,0,0,3215,0,0,3215,2449,0,0,0,0,1,0,1,0,7,1,"White"
"3052",26,593,0,9053,11,1,1492,260,425,195,1,1612,0,0,0,0,1785,62,1054,1492,1785,455,0,0,0,1,0,1,0,14,1,"White"
"3053",26,2554,1,9004,0,1,0,3740,3305,3173,1,3406,0,0,2248,2248,3766,131,131,3766,3610,2248,2528,2748,3068,0,0,0,0,18,1,"White"
"3054",26,3062,0,9018,0,1,3018,3012,3276,2943,1,3042,0,0,249,1296,2913,3042,3042,2913,1524,0,249,1229,1296,0,0,0,0,182,0,"White"
"3055",24,4179,0,9004,0,1,4445,4848,3826,3596,0,4186,0,0,1955,1955,4523,680,4186,4523,4316,1955,1138,1270,127,1,0,0,0,44,1,"White"
"3056",26,3366,0,9018,0,1,3681,3359,3730,2693,0,3562,0,0,688,1094,3456,3562,3562,3456,3717,0,0,688,1094,0,0,0,0,182,0,"Black"
"3057",26,1815,0,8976,30,1,0,2013,2673,2574,1,3302,0,0,224,0,2013,3302,3302,2013,402,224,0,0,0,0,1,0,1,182,0,"Black"
"3058",25,498,0,9053,12,1,0,0,1028,963,0,1638,0,0,0,0,603,1638,1638,1028,603,0,0,0,0,1,0,1,0,182,0,"Black"
"3059",26,2768,0,9081,44,1,0,3749,3178,4144,0,4940,0,0,0,0,4396,4940,4940,3749,4396,3256,0,0,0,1,0,0,0,182,0,"Black"
"3060",29,2597,0,9060,46,1,0,2232,4428,3728,0,5122,0,0,540,540,0,5122,5122,0,0,0,0,0,540,0,1,0,1,182,0,"Black"
"3061",25,5339,0,9060,48,1,6026,5233,4834,5263,1,5434,0,0,1546,4809,5515,5434,5434,6026,5515,1907,0,1546,4809,0,1,0,1,182,0,"Black"
"3062",32,1906,0,8983,43,1,0,0,4035,3588,1,4784,0,0,0,0,1338,4784,4784,1338,159,0,0,0,0,0,1,0,0,182,0,"Black"
"3063",27,1108,0,9004,0,1,0,0,1418,3015,1,2158,0,0,564,3225,0,1877,1877,0,1142,564,3578,3225,3335,0,0,0,0,142,1,"Black"
"3064",26,1918,0,8976,24,1,1976,2006,2273,1415,0,2704,0,0,1075,1431,1731,1456,1456,1731,635,1075,1431,1420,554,1,0,1,0,106,1,"Black"
"3065",25,1808,0,9032,0,1,1783,1584,1944,1920,0,1872,0,0,0,0,1787,1872,1872,1787,1310,0,0,0,0,0,0,0,0,182,0,"Black"
"3066",30,1192,0,9032,0,1,985,999,1290,1492,0,1352,0,0,24,0,925,1352,1352,925,269,24,240,0,0,1,0,1,0,182,0,"Black"
"3067",26,2604,0,9018,31,1,2755,2659,2782,2219,0,3484,0,0,50,397,2098,3484,3484,2098,1120,50,0,397,0,0,1,0,1,182,0,"Black"
"3068",25,1729,0,8990,22,1,1622,1391,1993,1909,1,2444,0,0,1658,2363,1777,2444,2444,1777,406,0,1658,2363,1735,0,0,0,0,182,0,"Black"
"3069",26,1366,1,8990,0,1,1946,1343,1938,238,0,1872,0,0,2350,2350,2292,456,456,2292,1411,2350,1327,0,0,0,0,0,0,58,1,"Black"
"3070",28,1767,0,9039,0,1,1589,1651,1859,1971,1,1846,0,0,0,0,900,1846,1846,900,0,0,0,0,0,0,0,0,0,182,0,"Black"
"3071",26,2512,1,9004,46,1,0,1771,3813,4462,1,5174,0,0,2736,2736,0,995,995,0,1300,2736,2342,0,2354,0,1,0,1,58,1,"Black"
"3072",26,3235,1,9081,42,1,3464,4074,3500,1903,1,4732,0,0,2981,2981,4328,0,0,3464,4328,1853,2981,3330,290,1,0,1,0,7,1,"Black"
"3073",27,451,0,9053,0,1,0,0,872,932,1,1326,0,0,0,0,2266,1326,1326,0,2266,0,0,0,0,1,0,1,0,182,0,"Black"
"3074",26,572,0,9011,13,1,0,0,1012,1277,0,1664,0,0,570,3170,1775,1664,1664,1775,1189,0,570,3170,3304,0,0,0,0,182,0,"Black"
"3075",27,977,0,9025,22,1,0,32,2326,1549,0,2444,0,0,69,80,613,2350,2350,613,1746,69,0,80,198,0,1,0,1,182,0,"Black"
"3076",26,3477,0,9046,0,1,3586,3495,3449,3377,0,3406,0,0,399,2713,3867,3406,3406,3586,3867,1308,0,399,2713,0,1,0,1,182,0,"Black"
"3077",24,1592,0,9036,19,1,1477,1667,1600,1625,0,2080,0,0,319,0,554,2080,2080,554,0,319,0,0,0,0,0,0,0,182,0,"Black"
"3078",23,1041,0,9060,16,1,0,1317,1547,1299,1,1794,0,0,0,0,1302,1794,1794,1317,1302,832,0,0,0,0,0,0,0,182,0,"Black"
"3079",22,2393,0,8990,0,1,2705,2530,2283,2054,0,2522,0,0,0,0,2212,2522,2522,2212,0,0,0,0,0,0,0,0,0,182,0,"White"
"3080",25,1937,0,9081,0,1,0,2576,1289,3884,1,3120,0,0,3014,8751,2449,1560,1560,0,2449,0,3014,8751,0,0,0,0,0,99,1,"White"
"3081",24,3001,0,8990,48,1,1658,6778,1733,1837,1,5382,0,0,1394,3361,1579,5382,5382,1579,1541,0,0,1394,3361,0,0,0,0,182,0,"Black"
"3082",24,3386,1,9053,42,1,3063,3883,3064,3534,1,4654,1,1,4029,4029,3616,179,179,3063,3616,3972,4029,2313,1800,0,1,0,1,15,1,"White"
"3083",26,521,0,9039,0,1,0,651,799,633,1,1326,0,0,0,0,651,663,663,651,0,0,0,0,0,1,0,1,0,114,1,"White"
"3084",31,5706,0,9011,48,1,6000,4800,5600,6425,1,5434,0,0,2104,2104,4800,2508,2508,4800,4800,0,2104,3348,4311,0,1,0,0,92,1,"White"
"3085",26,7530,0,9067,48,1,8152,7869,7461,6640,1,5434,0,0,2242,6786,8434,2508,2508,8152,8434,3917,2242,6786,7518,1,0,1,0,92,1,"White"
"3086",21,790,0,8981,0,1,1090,1408,321,340,0,1326,0,0,35,2213,1962,1326,1326,1962,0,35,0,2213,0,0,1,0,1,182,0,"Black"
"3087",24,1848,0,8990,0,1,0,0,2774,4620,1,3562,0,0,3644,5061,0,3562,3562,0,0,0,3644,5061,5816,0,1,0,1,182,0,"Black"
"3088",24,1150,0,9025,19,1,2205,507,695,1195,1,2132,0,0,368,0,2549,2132,2132,2549,1900,368,0,0,0,0,0,0,0,182,0,"Black"
"3089",25,1932,0,9011,0,1,2062,1738,1996,1934,0,1950,0,0,99,0,1949,972,1480,1949,1630,99,0,2093,2144,0,0,0,0,112,1,"White"
"3090",21,2325,0,9039,32,1,2972,2673,2504,1153,1,3562,0,0,218,757,2771,3562,3562,2771,2828,218,0,757,0,0,1,0,0,182,0,"Hispanic"
"3091",26,3127,1,9004,37,1,3427,2949,3157,2975,1,4134,0,0,2008,3849,4508,1431,1431,4508,3053,2008,3849,3359,4188,1,0,0,0,70,1,"White"
"3092",25,2256,1,8983,0,1,1483,1866,3120,2553,0,2730,0,0,1834,1834,226,210,210,226,1005,1834,1703,2486,2086,0,0,0,0,23,1,"White"
"3093",21,1999,1,8976,0,1,1655,2286,2139,1915,0,2132,1,1,2364,2364,1920,215,215,1920,2119,2364,2410,2620,2836,0,1,0,0,25,1,"White"
"3094",26,2646,0,9032,42,1,3858,3583,2604,538,1,4680,0,0,2668,4676,3860,4500,4500,3860,3668,2668,2292,4676,4773,1,0,0,0,182,0,"Black"
"3095",23,3220,0,9025,0,1,3252,3456,3176,2999,1,3224,0,0,0,0,3085,3224,3224,3085,2742,0,0,0,0,0,0,0,0,182,0,"White"
"3096",25,2472,1,9046,0,1,4211,3179,1990,508,1,3562,0,0,682,682,3394,959,959,4211,3394,486,682,550,787,0,1,0,0,72,1,"White"
"3097",22,917,1,9053,21,1,0,0,2014,1655,0,2314,0,0,3002,3002,3077,712,712,2014,3077,2025,3002,3048,3127,0,0,0,0,65,1,"Black"
"3098",26,2244,0,8997,34,1,0,3075,2936,2966,0,3796,1,1,3471,0,3145,438,438,3145,2782,0,3471,3445,3754,0,1,0,1,51,1,"White"
"3099",23,2714,0,9004,0,1,3380,3684,3417,375,1,3432,0,0,1640,1640,3120,396,396,3120,2464,1640,0,0,606,0,0,0,0,29,1,"Hispanic"
"3100",20,2487,1,9067,0,1,2599,2573,3538,1240,0,2964,1,1,2619,2619,790,1026,1026,2599,790,0,2619,3516,3223,0,1,0,1,71,1,"White"
"3101",23,1137,0,9046,0,1,0,1407,0,3142,1,2184,0,0,2000,5870,4703,1764,1764,1407,4703,1051,2000,5870,6104,0,0,0,0,156,1,"Black"
"3102",24,440,0,9039,0,1,0,850,884,25,1,1326,0,0,277,1057,1113,1326,1326,1113,3394,277,94,1057,3293,0,0,0,0,182,0,"White"
"3103",38,5933,0,8983,48,1,5980,6050,5850,5850,1,5434,0,0,1350,5400,5980,5434,5434,5980,3220,0,1350,5400,2118,1,0,0,0,182,0,"White"
"3104",26,3863,1,9025,0,1,0,5200,5600,4650,1,4186,0,0,4230,0,0,161,161,0,0,0,4230,5670,7134,0,1,0,1,16,1,"White"
"3105",25,2360,0,8997,0,1,4077,4514,823,27,0,4134,0,0,65,2042,4104,4134,4134,4104,2747,65,771,2042,3282,0,1,0,1,182,0,"White"
"3106",25,2079,1,9081,0,1,2078,2128,2120,1988,0,2054,0,0,2406,2406,2380,276,276,2078,2380,1910,2406,3487,4869,0,1,0,1,44,1,"White"
"3107",24,832,0,9032,0,1,0,73,2603,651,1,1560,0,0,1282,1712,2627,420,1560,2627,2487,1282,1712,279,1069,1,0,1,0,70,1,"Black"
"3108",22,1419,0,9060,0,1,1902,1795,80,1901,1,1846,0,0,766,2393,2576,1065,1065,1902,2576,846,766,2393,3068,0,1,0,1,121,1,"White"
"3109",34,4213,0,9053,48,1,4089,4056,3950,4756,1,5434,0,0,4373,4373,3546,1463,5225,4089,3546,0,4373,544,0,1,0,1,0,56,1,"Other"
"3110",24,1629,1,9004,0,1,1645,1633,1867,1373,1,1690,1,1,1943,2053,1845,390,455,1845,1892,1943,2053,2222,5158,1,0,1,0,52,1,"White"
"3111",23,2237,1,8997,0,1,2025,2588,2324,2012,0,2366,0,0,354,354,2346,165,165,2346,1683,354,0,0,0,0,1,0,1,30,1,"White"
"3112",24,2392,1,8990,0,1,2604,2473,2153,2337,1,2444,0,0,1801,0,2799,0,0,2799,1175,0,0,0,1801,0,1,0,1,7,1,"White"
"3113",23,920,0,8983,0,1,1001,700,449,1529,0,1326,0,0,2076,2076,2320,1326,1326,2320,3446,0,0,2076,2046,1,0,1,0,182,0,"Black"
"3114",21,2411,0,9067,41,1,0,4157,3068,2419,1,4550,0,0,1193,1218,2460,2800,2800,0,2460,175,1193,1218,0,0,0,0,0,182,0,"Black"
"3115",22,563,0,8990,0,1,0,0,1347,907,1,1326,0,0,0,0,1435,0,0,1435,0,0,0,0,0,0,0,0,0,7,1,"Black"
"3116",26,1603,0,9039,0,1,1697,1509,1670,1536,1,1638,0,0,0,0,1470,378,378,1470,829,0,0,0,0,1,0,1,0,182,0,"Black"
"3117",22,3377,0,8997,41,1,3823,3365,3456,2864,1,4576,0,0,687,3680,4576,4576,4576,4576,3185,687,3577,3680,0,0,1,0,1,182,0,"Black"
"3118",23,3189,0,8983,0,1,0,4453,3800,4503,1,4186,0,0,4644,4644,4371,2898,2898,4371,1862,0,4644,4855,5793,1,0,0,0,135,1,"Black"
"3119",21,972,0,9039,0,1,0,0,2435,1451,1,1872,0,0,388,2119,2435,720,720,2435,2468,388,2119,2644,2620,1,0,1,0,94,1,"White"
"3120",21,479,0,8997,9,1,0,318,823,775,1,1560,0,0,0,0,0,1560,1560,0,187,0,0,0,0,1,0,1,0,182,0,"Black"
"3121",22,1390,1,9060,0,1,2084,1124,1211,1141,0,1586,0,0,2860,2860,3120,0,0,2084,3120,3479,2860,2938,2898,0,0,0,0,8,1,"White"
"3122",21,2794,0,9011,0,1,3094,2833,2726,2523,1,2860,1,1,1676,1676,2551,0,1100,2551,2261,1676,2878,3879,5185,0,1,0,1,8,1,"White"
"3123",32,2298,0,8997,0,1,2500,2694,2118,1879,0,2496,0,0,223,2283,2912,2496,2496,2912,696,0,223,2283,3211,0,1,0,1,182,0,"White"
"3124",27,3814,0,8976,0,1,3640,3997,3611,4009,1,3848,0,0,0,0,2545,3848,3848,2545,280,0,0,0,0,1,0,1,0,182,0,"White"
"3125",32,2535,0,9060,0,1,3223,2637,2217,2063,1,2808,0,0,1111,1111,360,2808,2808,3223,360,696,0,0,1111,1,0,0,0,182,0,"Hispanic"
"3126",33,6127,1,8976,0,1,6309,6066,6066,6066,1,4186,0,0,0,0,6309,552,552,6309,6956,0,0,0,0,0,1,0,1,44,1,"Other"
"3127",29,2258,0,8976,0,1,0,3818,3805,1411,1,3666,0,0,3145,3367,3581,2115,2115,3581,690,3145,3367,3858,4332,0,1,0,0,114,1,"Other"
"3128",20,1968,1,9074,0,1,2117,2157,2283,1315,0,2158,0,0,965,965,2161,747,747,2117,2161,930,0,965,2310,1,0,1,0,71,1,"White"
"3129",20,1219,1,9032,0,1,1523,1399,935,1021,0,1404,0,0,291,546,1253,486,486,1253,368,291,546,585,0,0,0,0,0,72,1,"White"
"3130",27,3692,1,8976,48,1,5130,2197,3166,4276,1,5434,1,1,4150,4150,5940,0,0,5940,3594,4150,4892,5558,4217,0,1,0,1,4,1,"Hispanic"
"3131",43,1236,0,9039,21,1,2571,1079,603,689,0,2314,0,0,440,1492,2571,2314,2314,2571,5184,440,0,1492,0,0,1,0,0,182,0,"Hispanic"
"3132",39,5926,1,9081,48,1,6506,7145,6731,3324,1,5434,0,0,5767,5767,6027,209,2926,6506,6027,5292,5767,8056,1527,1,0,1,0,19,1,"Other"
"3133",23,1595,0,9004,0,1,0,2896,2724,760,1,2704,0,0,0,0,2844,2704,2704,2844,2109,0,0,0,0,0,0,0,0,182,0,"White"
"3134",25,890,1,9011,19,1,0,2042,1307,209,1,2106,0,0,3040,2118,5272,486,1458,5272,4090,3040,2118,2192,3091,1,0,1,0,54,1,"Hispanic"
"3135",53,7113,0,9011,0,1,7110,7110,7124,7110,1,4186,0,0,0,0,7110,2898,4186,7110,8623,0,0,0,0,1,0,1,0,135,1,"White"
"3136",51,4271,0,8990,0,1,4866,4798,3962,3458,0,4186,0,0,251,684,7920,4186,4186,7920,0,0,251,956,684,1,0,1,0,182,0,"White"
"3137",51,2825,1,8997,0,1,2836,2845,2863,2756,0,2756,0,0,2663,2663,2798,295,295,2798,1941,2663,2751,2790,2783,0,0,0,0,25,1,"White"
"3138",50,5282,0,9039,48,1,6180,5124,4913,4913,0,5434,0,0,5454,5454,6180,5434,5434,6180,7810,0,0,5454,7242,1,0,1,0,182,0,"White"
"3139",47,1841,0,9004,0,1,1706,2064,1615,1980,0,1950,0,0,724,0,1938,1950,1950,1938,1294,724,0,0,617,1,0,1,0,182,0,"White"
"3140",49,1947,0,9053,44,1,0,0,4875,2911,1,4888,0,0,0,0,2629,4888,4888,4875,2629,0,0,0,0,0,1,0,1,182,0,"White"
"3141",49,3069,0,9039,0,1,2988,3294,3076,2919,0,3068,0,0,1260,0,2988,3068,3068,2988,558,0,0,0,1260,1,0,1,0,182,0,"White"
"3142",48,5529,0,8990,0,1,5276,5034,6789,5016,0,4186,0,0,0,0,4619,4186,4186,4619,3550,0,0,0,0,1,0,1,0,182,0,"White"
