"","AGE","AVPREARN","BONELIGB","CLAIMDT","DEPALLOW","ELIG2","L1QWAGES","L2QWAGES","L3QWAGES","L4QWAGES","MALE","MBASR","NOHSUB","NOHSUB1","POSPEARN","POSQEARN","PREPEARN","SRBEN1","SRBENYR","WGETOT1","WGETOT2","WGETOT3","WGETOT4","WGETOT5","WGETOT6","Z_HIE","Z_JSIE","A_HIE","A_JSIE","time_r","status_r","RACE"
"1",29,3367,0,9046,40,1,3202,3646,3055,3565,1,4498,1,1,1769,1769,3860,519,2941,3202,3860,1321,1769,0,0,1,0,1,0,42,1,"White"
"2",29,4175,0,8990,0,1,1555,4944,4946,5255,1,4186,0,0,0,0,977,0,0,977,2062,0,0,0,0,1,0,0,0,7,1,"Hispanic"
"3",24,2456,1,9004,0,1,3000,3000,3500,326,0,3120,0,0,911,911,3086,0,0,3086,2607,911,1302,1207,2855,0,0,0,0,7,1,"White"
"4",52,5725,1,8983,0,1,7477,7117,7104,1204,1,4186,1,1,6720,6720,6018,0,0,6018,5030,6720,5610,5690,5828,0,1,0,1,10,1,"White"
"5",28,4386,1,9039,48,1,4595,4255,4434,4261,1,5434,0,0,1300,5380,3934,1463,1463,3934,5090,1300,5380,5382,6662,0,0,0,0,59,1,"White"
"6",27,3715,1,9039,0,1,4160,3476,3887,3338,1,3874,0,0,3971,5730,5594,596,596,5594,4314,3971,5730,4466,2683,0,0,0,0,36,1,"White"
"7",28,7404,1,9074,0,1,7809,7809,7404,6596,0,4186,0,0,8412,8412,8050,1288,1288,7809,8050,2477,8412,7734,9036,0,0,0,0,64,1,"Other"
"8",36,4768,0,9032,0,1,5638,4807,4715,3912,0,4186,0,0,966,966,5665,4186,4186,5665,4899,0,0,0,966,1,0,0,0,182,0,"White"
"9",23,3103,0,8976,0,1,4312,3520,3072,1510,1,3770,0,0,2242,3749,0,1740,1740,0,0,2242,3749,4705,3712,0,0,0,0,99,1,"White"
"10",45,12826,0,9046,48,1,13461,11538,12500,13803,1,5434,0,0,0,0,0,5434,5434,0,0,4475,0,0,0,0,1,0,0,182,0,"White"
"11",27,2564,0,9011,40,1,0,3200,3345,3711,0,4446,0,0,2708,2708,3174,4446,4446,3174,371,0,0,0,2708,1,0,1,0,182,0,"Black"
"12",50,12495,0,8983,48,1,11483,13507,13507,11483,1,5434,0,0,2125,0,14013,5434,5434,14013,26618,2125,0,0,0,0,1,0,1,182,0,"White"
"13",43,7308,0,8990,48,1,7475,8757,6500,6500,1,5434,1,1,0,0,7475,1463,1463,7475,5175,0,0,0,0,1,0,1,0,57,1,"White"
"14",31,3256,0,8976,48,1,0,5231,4334,3457,1,5434,0,0,0,0,4584,1881,1881,4584,2437,0,0,0,0,0,1,0,1,72,1,"Hispanic"
"15",25,5127,1,8983,0,1,0,8595,7004,4907,0,4186,0,0,5380,5380,9473,483,483,9473,4727,5380,6417,9086,6713,1,0,1,0,38,1,"White"
"16",54,3762,0,8990,0,1,0,5233,4950,4864,1,4186,0,0,708,4250,4223,4186,4186,4223,4991,0,708,4250,2833,1,0,1,0,182,0,"White"
"17",44,2284,0,8997,0,1,2594,2414,2340,1787,0,2418,0,0,53,0,2709,2418,2418,2709,1958,53,0,0,0,0,1,0,1,182,0,"White"
"18",23,1406,0,8990,23,1,2255,1762,1041,565,0,2522,0,0,874,874,47,2522,2522,47,0,0,0,874,1310,0,1,0,1,182,0,"White"
"19",34,2415,0,9039,0,1,3091,2950,2853,765,0,2912,0,0,2224,2224,3807,0,0,3807,3348,2224,2651,4666,4550,0,1,0,1,7,1,"White"
"20",25,3377,0,8997,0,1,2500,4375,3148,3486,0,3770,0,0,0,0,3750,3770,3770,3750,0,0,0,0,0,1,0,0,0,182,0,"White"
"21",43,10959,1,9046,0,1,12012,11533,9370,10921,1,4186,0,0,6692,6692,9529,483,483,12012,9529,12764,6692,8077,6923,0,0,0,0,29,1,"White"
"22",26,5810,0,9053,0,1,3710,5799,6984,6747,0,4186,0,0,0,0,4020,3703,3703,3710,4020,300,0,0,0,1,0,1,0,182,0,"White"
"23",42,7200,0,8997,0,1,8100,8200,7500,5000,1,4186,0,0,0,0,8100,4186,4186,8100,1050,0,0,0,0,0,0,0,0,182,0,"White"
"24",49,3769,0,8997,0,1,3787,3806,3851,3634,1,3692,0,0,1323,4384,3861,3266,3266,3861,2596,0,1323,4384,2406,0,0,0,0,182,0,"White"
"25",45,2316,1,8997,0,1,0,2622,5520,1120,0,3926,0,0,5420,5420,270,755,755,270,215,5420,7308,6042,5868,0,1,0,0,44,1,"White"
"26",35,4354,0,9074,0,1,5766,3951,3951,3750,0,4186,0,0,2858,692,4500,1643,1643,5766,4500,2123,2858,692,1215,0,0,0,0,85,1,"White"
"27",35,5849,0,9032,48,1,7056,6705,5307,4327,1,5434,0,0,6658,0,6813,5434,5434,6813,10744,6658,0,0,0,1,0,1,0,182,0,"White"
"28",32,4206,0,8976,48,1,0,5882,6540,4402,0,5434,0,0,579,579,2248,1881,1881,2248,1892,579,0,579,4415,0,0,0,0,86,1,"White"
"29",47,13095,0,9039,48,1,9798,11893,11912,18779,1,5434,0,0,4916,3956,11841,4180,4180,11841,21156,4916,2596,3956,6371,1,0,1,0,148,1,"White"
"30",31,5146,1,9032,0,1,5250,5250,5083,5000,1,4186,0,0,3891,8049,5250,1127,1127,5250,3500,3891,8049,9391,8049,1,0,0,0,58,1,"White"
"31",47,8717,0,9060,48,1,0,12314,10645,11911,1,5434,1,1,28054,28054,12306,2090,2090,10126,12306,4537,28054,901,901,0,1,0,1,78,1,"Other"
"32",27,2577,0,9060,36,1,3257,2985,816,3249,0,4056,0,0,0,0,3406,4056,4056,3257,3406,1378,0,0,0,0,1,0,1,182,0,"Other"
"33",32,1293,0,9046,23,1,0,2323,1656,1194,0,2522,0,0,960,1208,3187,1455,1746,2323,3187,403,960,1208,3080,0,1,0,0,126,1,"White"
"34",33,1953,0,9039,39,1,771,1047,161,5834,1,4342,0,0,1144,1144,771,0,0,771,864,1144,1259,675,0,0,0,0,0,7,1,"White"
"35",45,6072,0,9004,48,1,6499,6500,5677,5612,1,5434,0,0,0,0,6500,2090,2090,6500,9600,0,0,0,0,0,1,0,1,128,1,"White"
"36",39,16983,0,8976,0,1,10555,12665,19370,25343,1,4186,0,0,1162,1257,4480,4186,4186,4480,186,1162,1425,1200,1257,0,1,0,1,182,0,"Black"
"37",36,1636,1,9046,26,1,0,2453,1928,2164,0,2912,1,1,2923,2923,2643,448,448,2453,2643,1815,2923,3051,3120,0,1,0,0,36,1,"White"
"38",29,6310,0,9046,48,1,6175,5700,6400,6965,1,5434,0,0,2207,2207,0,2299,2299,6175,0,389,2207,2261,0,1,0,1,0,86,1,"Other"
"39",25,3025,1,8990,35,1,3066,3066,3085,2885,1,3874,0,0,5429,5429,3070,149,149,3070,3433,5429,5194,4639,5032,0,0,0,0,16,1,"White"
"40",37,4225,1,8976,0,1,3600,4500,4500,4300,1,4186,0,0,4759,4759,4725,0,0,4725,4149,4759,5465,5240,5197,1,0,1,0,11,1,"White"
"41",29,1602,0,9067,0,1,3143,2583,269,416,1,2756,0,0,726,555,2809,2756,2756,3143,2809,2101,726,675,555,0,1,0,1,182,0,"White"
"42",35,6795,0,9060,48,1,0,9508,9630,8040,0,5434,0,0,9222,9589,9341,5434,5434,7778,9341,4125,9222,1200,9589,0,1,0,1,182,0,"White"
"43",40,543,0,9067,12,1,0,705,44,1425,0,1638,0,0,0,0,1967,1629,1629,275,1967,568,0,0,0,0,0,0,0,182,0,"NativeAmerican"
"44",52,4190,0,9060,0,1,4134,4184,4134,4306,0,4082,0,0,2348,3504,4331,4082,4082,4134,4331,2944,0,2348,3504,1,0,1,0,182,0,"Black"
"45",38,10941,0,8983,0,1,10067,8509,11239,13949,0,4186,0,0,0,0,10057,4186,4186,10057,35101,0,0,0,0,0,0,0,0,182,0,"White"
"46",21,2128,0,9074,0,1,1309,2445,2918,1842,1,2574,0,0,0,0,0,2310,2310,1309,0,587,0,0,0,0,0,0,0,149,1,"White"
"47",31,2757,0,9067,0,1,0,0,8213,2816,0,4186,0,0,0,0,6570,4186,4186,8213,6570,8047,0,0,0,0,0,0,0,182,0,"White"
"48",28,5622,0,9039,0,1,5440,5180,6940,4928,0,4186,0,0,3385,5077,5440,2576,2576,5440,5180,0,3385,5077,5923,0,0,0,0,120,1,"White"
"49",24,3657,0,8983,0,1,3691,4295,1318,5323,0,4186,0,0,1126,719,4295,2203,4186,4295,2637,1126,719,405,0,1,0,0,0,126,1,"White"
"50",47,2592,0,8997,0,1,905,4022,998,4442,1,4082,0,0,76,2210,847,4082,4082,847,0,76,256,2210,1683,0,0,0,0,182,0,"NativeAmerican"
"51",52,4137,0,8990,0,1,3282,5159,4420,3687,0,4186,1,1,1532,4368,7265,1288,3381,7265,3428,1532,4368,5276,391,0,1,0,1,67,1,"White"
"52",41,4196,0,9011,48,1,4339,4176,4561,3706,0,5434,0,0,1914,4625,4351,5434,5434,4351,3901,1914,0,3302,4625,0,0,0,0,182,0,"White"
"53",39,10639,0,9004,48,1,11742,10174,10707,9932,1,5434,0,0,0,0,16250,209,209,16250,18423,0,0,0,0,0,0,0,0,16,1,"White"
"54",32,4692,0,9046,0,1,0,6843,5498,6428,0,4186,0,0,0,0,17459,0,0,6004,17459,0,0,0,0,1,0,1,0,7,1,"White"
"55",27,4611,0,9004,48,1,4264,4004,5068,5110,0,5434,0,0,0,0,4680,5434,5434,4680,3600,0,0,0,0,0,1,0,1,182,0,"White"
"56",36,8000,0,8983,48,1,8615,7385,8615,7385,1,5434,0,0,0,0,7385,5434,5434,7385,3115,0,0,0,0,0,0,0,0,182,0,"White"
"57",30,2930,0,8976,0,1,3845,2625,2625,2625,1,3120,0,0,2428,2680,3093,2880,2880,3093,0,0,2428,2680,3684,0,1,0,1,176,1,"White"
"58",35,3598,0,9018,42,1,3675,3164,3810,3744,1,4732,0,0,634,0,3171,4732,4732,3171,1651,0,0,634,0,1,0,1,0,182,0,"Hispanic"
"59",24,1333,1,9039,0,1,0,2285,2666,381,0,2392,1,1,854,3046,2285,644,644,2285,0,854,3046,1262,0,0,1,0,1,58,1,"Black"
"60",54,2571,0,9074,0,1,2462,2848,2393,2583,0,2626,1,1,1505,1505,2726,808,1919,2462,2726,829,1505,880,2640,1,0,1,0,65,1,"White"
"61",35,11412,0,9074,48,1,11188,10102,10398,13958,1,5434,0,0,2351,12169,13085,5016,5016,11188,13085,6379,2351,5720,12169,0,0,0,0,176,1,"White"
"62",32,9317,0,9067,48,1,7089,7808,12179,10194,1,5434,0,0,5462,7500,7973,2508,2508,7089,7973,558,5462,7500,7500,0,1,0,1,92,1,"White"
"63",54,2585,0,8983,0,1,2532,2272,3175,2362,1,2756,0,0,210,0,1950,2756,2756,1950,1634,210,0,0,0,0,1,0,1,182,0,"White"
"64",38,4359,0,9004,0,1,4400,4411,4335,4291,0,4186,0,0,1760,1331,4686,3872,3872,4686,3346,1760,4269,1331,0,1,0,0,0,182,0,"White"
"65",42,3408,1,8997,41,1,2983,3767,3610,3270,1,4628,0,0,518,518,3611,0,0,3611,3621,518,0,0,0,0,1,0,1,3,1,"Black"
"66",37,3619,0,8990,44,1,3640,4200,3060,3576,0,4914,0,0,336,5798,3976,4914,4914,3976,2240,0,336,2364,5798,0,1,0,1,182,0,"Black"
"67",45,3280,0,9081,48,1,0,4356,4042,4723,1,5434,0,0,3837,2360,2913,5106,5106,0,2913,2930,0,3837,2360,1,0,1,0,182,0,"Black"
"68",28,5862,1,8997,0,1,6542,5578,5962,5366,0,4186,0,0,3642,3642,3212,0,0,3212,4654,3642,5923,5495,6667,1,0,1,0,7,1,"White"
"69",34,914,0,9018,17,1,0,1636,1437,583,0,1924,0,0,0,0,1585,1924,1924,1585,0,0,0,0,0,0,1,0,0,182,0,"Black"
"70",28,2707,0,9039,34,1,2647,3018,2151,3010,0,3796,0,0,683,2292,2725,3796,3796,2725,2659,683,0,2292,2750,1,0,0,0,182,0,"Hispanic"
"71",51,1115,1,9067,0,1,1588,902,711,1260,0,1378,0,0,1087,1087,2358,0,0,1588,2358,1511,1087,765,993,0,1,0,1,7,1,"White"
"72",49,14733,0,9074,48,1,14571,15615,14415,14330,1,5434,0,0,14497,14497,13278,5434,5434,14571,13278,5895,0,14497,14497,1,0,0,0,182,0,"White"
"73",33,1343,0,9060,29,1,0,293,3212,1864,0,3198,0,0,0,0,1206,3198,3198,0,1206,0,0,0,0,0,0,0,0,182,0,"Black"
"74",34,4525,1,9011,0,1,4473,4815,4468,4346,1,4186,1,1,4808,0,4541,615,615,4541,4427,0,0,4808,6731,0,1,0,1,33,1,"White"
"75",35,4245,0,9067,0,1,4472,5867,4392,2247,1,4186,0,0,3223,3223,5943,0,3542,4472,5943,5704,3223,0,2868,0,1,0,1,8,1,"White"
"76",37,1800,0,9018,27,1,3300,1300,1500,1100,1,3016,0,0,3575,3840,4900,1160,1160,4900,6800,3575,3840,3473,4262,0,0,0,0,79,1,"Black"
"77",26,1782,0,9025,0,1,0,0,3721,3408,1,3432,0,0,0,0,3293,3300,3300,3293,4750,0,0,0,0,0,0,0,0,182,0,"White"
"78",40,2228,0,9018,0,1,0,0,1694,7218,0,4186,0,0,0,0,6862,4186,4186,6862,7448,0,0,0,0,0,1,0,1,182,0,"White"
"79",22,1171,0,9053,0,1,257,1921,1754,751,0,1768,0,0,0,0,0,204,204,257,0,0,0,0,0,1,0,1,0,44,1,"Hispanic"
"80",41,9000,0,9011,48,1,9000,9000,9000,9000,1,5434,0,0,0,0,9000,5434,5434,9000,7800,0,0,0,0,1,0,0,0,182,0,"White"
"81",35,4580,0,8990,48,1,4849,4174,4936,4359,0,5434,0,0,969,4403,3530,5434,5434,3530,3918,0,969,4403,4682,0,0,0,0,182,0,"White"
"82",46,6537,1,9039,48,1,6650,6500,6500,6500,1,5434,0,0,6552,6552,7000,0,0,7000,6875,6552,6890,7727,8655,0,0,0,0,15,1,"White"
"83",31,1458,0,9025,24,1,0,1505,2155,2171,1,2704,0,0,0,0,1875,728,728,1875,701,0,0,0,0,0,0,0,0,72,1,"Black"
"84",30,5595,0,8990,0,1,5942,5800,4800,5839,1,4186,0,0,910,3500,6346,2576,2576,6346,4657,910,3500,4252,4198,0,1,0,0,120,1,"White"
"85",52,8258,1,9039,0,1,8490,8490,8025,8025,1,4186,0,0,21333,21333,8490,0,0,8490,8490,21333,7615,9692,8308,0,1,0,1,16,1,"Hispanic"
"86",37,3503,1,8990,43,1,4305,3385,3328,2996,0,4836,0,0,4736,4736,3095,744,744,3095,2815,4736,4549,3956,3365,0,1,0,1,36,1,"Hispanic"
"87",30,2163,0,8997,26,1,2248,2318,2143,1944,0,2886,0,0,0,0,2489,2886,2886,2489,481,0,0,0,0,0,0,0,0,182,0,"White"
"88",29,3624,0,9039,0,1,3949,3999,3312,3234,0,3822,0,0,1466,2878,3245,3822,3822,3245,3683,1466,2175,2878,3662,0,1,0,1,182,0,"Black"
"89",26,1958,0,9018,0,1,0,0,4510,3324,1,3770,0,0,2175,2175,3711,1885,1885,3711,0,0,2175,6092,0,0,0,0,0,156,1,"White"
"90",38,1634,0,9067,22,1,2102,1827,1509,1100,0,2470,0,0,1193,1193,2280,0,264,2102,2280,1929,1193,1489,2778,0,1,0,1,5,1,"White"
"91",32,593,0,9046,0,1,0,0,900,1471,0,1326,0,0,0,0,0,255,255,900,0,0,0,0,0,0,0,0,0,44,1,"White"
"92",52,3286,0,8976,0,1,3774,3317,2945,3106,1,3432,0,0,2400,2400,3025,396,600,3025,2728,2400,3726,576,4647,0,0,0,0,42,1,"White"
"93",33,7971,0,9011,0,1,7385,9115,8615,6769,0,4186,0,0,0,0,9146,4186,4186,9146,8091,0,0,0,0,0,0,0,0,182,0,"White"
"94",29,2766,0,8997,43,1,631,4182,3484,2769,0,4810,0,0,0,0,3638,4810,4810,3638,1555,0,0,0,0,0,1,0,1,182,0,"Hispanic"
"95",27,3926,1,8997,0,1,3952,3952,3952,3846,0,3796,0,0,4000,4000,4189,146,146,4189,5075,4000,4000,0,4250,1,0,1,0,16,1,"White"
"96",25,4508,0,8997,0,1,3810,6036,4297,3891,1,4186,0,0,0,0,5912,0,0,5912,2246,0,0,0,0,1,0,1,0,7,1,"Black"
"97",51,2204,0,9074,27,1,2581,2184,2286,1763,1,3042,0,0,0,0,2548,3042,3042,2581,2548,1112,0,0,0,0,1,0,1,182,0,"Black"
"98",46,1042,0,9032,0,1,962,851,1194,1162,0,1326,0,0,180,885,825,1275,1275,825,960,0,180,885,1155,0,1,0,1,182,0,"Black"
"99",48,8808,0,9046,48,1,9485,8130,9485,8130,1,5434,0,0,0,0,8130,5434,5434,9485,8130,5268,0,0,0,0,1,0,1,182,0,"White"
"100",30,2632,1,9011,33,1,2936,2933,2399,2258,1,3692,0,0,1213,1706,2364,1136,1136,2364,1579,1213,1706,1718,1505,1,0,0,0,64,1,"Black"
"101",46,4821,1,8983,48,1,0,6850,5869,6565,1,5434,1,1,14111,14111,6850,1463,1463,6850,7229,14111,7808,6692,7808,0,1,0,1,57,1,"White"
"102",38,4137,0,9004,48,1,4002,2796,3963,5787,0,5434,0,0,142,950,1453,5434,5434,1453,0,142,846,0,950,0,0,0,0,182,0,"Hispanic"
"103",34,2791,0,9011,0,1,3054,2240,3028,2841,0,2938,0,0,139,0,1245,2938,2938,1245,826,139,0,455,0,1,0,1,0,182,0,"White"
"104",27,6212,1,9053,0,1,6140,6294,6047,6366,1,4186,0,0,5548,5548,5732,966,966,6140,5732,4810,5548,7563,0,1,0,1,0,50,1,"White"
"105",49,13312,0,8976,0,1,19500,11250,11250,11250,1,4186,0,0,0,0,12500,4186,4186,12500,3429,0,0,0,0,0,1,0,1,182,0,"White"
"106",27,957,1,9004,0,1,0,2099,1152,576,1,1560,1,1,2160,2160,1932,300,300,1932,32,2160,2030,0,0,1,0,1,0,42,1,"White"
"107",38,1967,0,8983,27,1,2301,2412,2429,727,0,3042,0,0,359,359,311,0,3042,311,1213,359,758,915,1796,0,0,0,0,9,1,"White"
"108",52,1892,0,8983,32,1,0,2375,3258,1935,1,3562,0,0,3922,5141,5218,3014,3014,5218,1306,0,3922,5141,5787,0,1,0,1,162,1,"White"
"109",44,10540,0,8983,48,1,8931,14222,10079,8931,1,5434,0,0,0,0,10419,4389,4389,10419,10988,0,0,0,0,0,0,0,0,182,0,"White"
"110",40,4536,0,9081,0,1,4841,3981,4626,4696,0,4186,0,0,2504,2504,4094,1127,1127,4841,4094,5380,2504,4116,4367,1,0,1,0,80,1,"White"
"111",41,3037,0,9081,0,1,3975,3186,3307,1679,0,3510,0,0,2545,2545,3997,405,3510,3975,3997,2945,2545,493,1970,0,0,0,0,32,1,"Black"
"112",37,3578,0,8976,46,1,3816,4452,3816,2226,0,5174,0,0,1013,1302,4853,5174,5174,4853,2253,0,1013,1302,0,1,0,1,0,182,0,"White"
"113",35,734,0,9060,13,1,1116,398,1128,292,0,1664,0,0,708,708,0,64,64,1116,0,400,708,604,0,1,0,1,0,15,1,"Black"
"114",39,2932,1,9025,46,1,0,4150,3549,4029,0,5148,1,1,3040,4837,6129,792,792,6129,3746,3040,4837,4146,4229,0,1,0,1,37,1,"White"
"115",33,5223,0,8990,0,1,0,0,11416,9475,1,4186,0,0,0,0,12114,4186,4186,12114,3216,0,0,0,0,0,0,0,0,182,0,"White"
"116",37,5944,0,9046,48,1,6370,6361,6289,4756,0,5434,0,0,987,0,5816,5434,5434,6370,5816,10353,987,0,0,0,1,0,1,182,0,"White"
"117",53,2088,0,9025,0,1,0,0,4355,3998,1,4030,0,0,500,0,4225,4030,4030,4225,4225,500,0,0,0,0,0,0,0,182,0,"White"
"118",53,1603,0,9004,0,1,1610,1680,1560,1560,1,1586,0,0,86,0,1440,1586,1586,1440,0,0,0,0,86,0,1,0,1,182,0,"NativeAmerican"
"119",37,1344,1,8983,0,1,2185,2355,508,327,0,2184,0,0,2404,2404,2875,504,504,2875,1272,2404,2162,3096,2210,1,0,1,0,51,1,"Hispanic"
"120",34,2155,0,9060,26,1,2038,2323,2026,2234,1,2860,0,0,1415,1415,2249,2860,2860,2038,2249,310,0,0,1415,0,0,0,0,182,0,"Hispanic"
"121",43,2272,1,9067,28,1,2729,2183,2275,1899,0,3146,0,0,1065,1065,3002,0,0,2729,3002,1676,1065,3207,188,0,1,0,0,7,1,"White"
"122",38,9443,0,8997,0,1,16852,8426,6320,6176,1,4186,0,0,2639,5321,7288,1771,1771,7288,0,2639,5321,5849,5541,0,1,0,0,86,1,"NativeAmerican"
"123",38,877,0,9053,20,1,0,0,3069,440,0,2210,0,0,2023,4019,3215,1445,1445,3069,3215,2387,2023,4019,3975,1,0,1,0,142,1,"Black"
"124",20,1680,0,8983,27,1,0,1978,2363,2380,0,2990,0,0,0,0,2087,2990,2990,2087,1360,0,0,0,0,0,1,0,1,182,0,"White"
"125",27,2987,0,8990,48,1,1539,1737,5276,3395,1,5408,0,0,6371,6371,5849,208,3316,5849,6483,6371,1935,8266,8717,1,0,0,0,15,1,"Black"
"126",29,1532,0,9039,24,1,0,2215,2113,1799,0,2704,0,0,0,0,1137,2704,2704,1137,0,0,0,0,0,0,0,0,0,182,0,"Black"
"127",35,5802,0,9039,0,1,5729,5912,5912,5655,0,4186,0,0,3563,1022,5729,4186,4186,5729,6095,3563,0,1022,3526,0,1,0,1,182,0,"White"
"128",38,2909,1,9004,0,1,0,0,2917,8718,1,4186,0,0,3231,6461,0,1449,1449,0,0,3231,6461,5524,6609,0,1,0,0,72,1,"White"
"129",35,4135,1,9018,48,1,7608,1115,3539,4280,0,5434,0,0,6000,6000,5700,0,0,5700,5318,6000,5545,6000,6000,0,0,0,0,7,1,"White"
"130",26,3223,0,8997,40,1,4235,2968,2744,2945,0,4498,0,0,0,0,3705,4498,4498,3705,1995,0,0,0,0,0,1,0,1,182,0,"White"
"131",26,2063,0,9046,0,1,0,0,4231,4019,0,3978,0,0,0,0,0,459,459,4231,0,0,0,0,0,0,1,0,1,30,1,"White"
"132",35,3198,0,9046,0,1,3646,3815,3103,2229,1,3588,0,0,1800,1800,3981,138,413,3646,3981,3352,1800,0,0,1,0,0,0,15,1,"Other"
"133",33,5533,0,9046,0,1,5185,5185,5185,6578,0,4186,0,0,0,0,3457,4186,4186,5185,3457,0,0,0,0,0,0,0,0,182,0,"White"
"134",34,3238,1,8997,0,1,0,0,7875,5078,0,4186,0,0,6120,6120,8017,966,966,8017,11267,6120,8077,6923,8077,0,0,0,0,51,1,"White"
"135",54,2784,0,9081,0,1,0,1632,4306,5198,1,4186,0,0,1560,1560,3477,3220,4186,1632,3477,2001,0,1560,0,1,0,1,0,149,1,"White"
"136",49,4391,0,9060,48,1,4600,4544,3186,5234,0,5434,0,0,4079,4079,4513,0,0,4600,4513,3978,4079,4399,4825,0,1,0,1,8,1,"Hispanic"
"137",35,7222,1,9067,48,1,8885,7615,8885,3502,1,5434,0,0,9268,9268,7615,627,627,8885,7615,9563,9268,9529,9978,0,1,0,1,30,1,"White"
"138",36,2435,0,9032,48,1,0,0,3463,6279,1,5434,0,0,0,0,685,5434,5434,685,0,0,0,0,0,0,1,0,1,182,0,"Black"
"139",31,7119,0,9046,0,1,6042,7610,7068,7756,0,4186,1,1,0,0,5169,291,291,6042,5169,2765,0,0,0,1,0,1,0,30,1,"Black"
"140",37,3194,0,9039,38,1,3534,3080,3259,2904,0,4264,0,0,293,0,3534,3608,4264,3534,6540,293,1101,0,4939,1,0,0,0,165,1,"White"
"141",25,3258,0,9025,0,1,0,4599,5366,3066,1,4186,0,0,0,0,4079,1127,1127,4079,4245,0,0,0,0,0,1,0,1,79,1,"White"
"142",25,3900,0,9032,47,1,4453,3536,3970,3639,1,5278,0,0,708,0,3743,5278,5278,3743,4290,708,0,0,0,0,1,0,1,182,0,"Hispanic"
"143",29,3903,0,9018,0,1,2940,4290,4620,3762,0,4186,0,0,272,3101,2244,4186,4186,2244,2663,0,272,3101,3693,0,1,0,1,182,0,"White"
"144",27,1867,1,9067,29,1,0,2779,2263,2426,0,3250,0,0,2533,2533,2856,875,875,2779,2856,873,2533,2783,2670,0,1,0,0,72,1,"Hispanic"
"145",35,3855,0,8997,48,1,0,4832,7789,2800,1,5434,0,0,1321,5592,5899,5434,5434,5899,3826,0,1321,5592,3899,0,0,0,0,182,0,"Hispanic"
"146",33,2845,0,9039,0,1,4213,2487,3174,1508,1,3562,0,0,3122,3930,3762,137,137,3762,3322,3122,3930,3577,3435,1,0,1,0,65,1,"Black"
"147",41,2460,1,8990,35,1,3049,3123,2642,1024,0,3874,1,1,3892,3892,3135,745,745,3135,2427,3892,4288,3409,1617,1,0,0,0,44,1,"Hispanic"
"148",27,2302,0,9053,0,1,1424,1658,2062,4067,1,2964,0,0,247,247,0,1254,1254,1424,0,0,247,3285,3800,0,0,0,0,86,1,"Black"
"149",51,8125,0,9011,0,1,8278,8278,7998,7945,1,4186,0,0,4979,24,8278,4186,4186,8278,8278,4979,0,1667,24,1,0,1,0,182,0,"White"
"150",38,1624,1,9067,29,1,2578,2550,1032,335,0,3224,0,0,3074,3074,2686,496,496,2578,2686,1520,3074,2919,3093,1,0,0,0,36,1,"White"
"151",28,6167,0,9025,0,1,6500,6500,6167,5500,0,4186,1,1,1698,6460,6067,1598,1598,6067,2325,1698,6460,7460,6920,0,1,0,1,78,1,"White"
"152",31,1436,0,8976,32,1,3750,1875,20,100,0,3536,0,0,0,0,2399,3536,3536,2399,1673,0,0,0,0,0,0,0,0,182,0,"White"
"153",33,4945,0,9011,0,1,5143,4995,4821,4821,1,4186,0,0,3654,3654,5112,4186,4186,5112,5364,0,0,0,3654,1,0,0,0,182,0,"White"
"154",47,5310,0,9032,48,1,5310,5310,5310,5310,1,5434,0,0,2419,2419,0,209,2717,0,0,2419,2106,0,0,0,0,0,0,36,1,"White"
"155",30,7356,1,9004,0,1,7480,8981,5984,6981,0,4186,0,0,3699,0,8608,966,966,8608,5669,3699,0,0,0,1,0,1,0,65,1,"White"
"156",35,2098,1,9067,43,1,0,5565,2085,742,1,4810,0,0,566,566,3250,193,193,3565,3250,286,566,5043,3159,1,0,1,0,30,1,"White"
"157",38,11116,0,9004,48,1,10105,14147,10105,10105,1,5434,0,0,8750,8750,9820,2508,2508,9820,0,0,8750,8750,8750,0,0,0,0,92,1,"White"
"158",28,984,1,9081,19,1,437,638,191,2670,1,2080,0,0,2359,2359,3421,0,0,437,3421,2326,2359,1783,4085,0,0,0,0,7,1,"White"
"159",35,9125,0,9046,0,1,9500,9000,9000,9000,0,4186,0,0,0,0,9500,4186,4186,9500,9500,0,0,0,0,0,1,0,1,182,0,"White"
"160",26,4083,0,9039,0,1,7432,2399,3250,3250,1,4186,0,0,1972,0,0,3220,3220,0,0,1972,0,0,0,0,1,0,1,148,1,"White"
"161",53,5703,0,9060,0,1,6292,4260,6722,5538,1,4186,0,0,2883,10200,4801,2093,2576,6292,4801,4178,2883,10200,2550,0,0,0,0,103,1,"White"
"162",29,4555,1,9046,0,1,4372,4401,4755,4690,0,4186,0,0,5152,5152,4590,483,483,4372,4590,1756,5152,1412,0,1,0,0,0,30,1,"White"
"163",43,2825,0,9046,33,1,2638,2812,2945,2905,1,3666,0,0,2384,2384,2685,0,0,2638,2685,756,2384,2754,2950,0,1,0,0,90,1,"Other"
"164",45,5593,0,9025,0,1,6950,3786,5437,6201,1,4186,0,0,89,0,6231,4186,4186,6231,7362,89,0,0,0,0,0,0,0,182,0,"White"
"165",31,3316,0,9060,0,1,0,2460,6611,4195,0,4186,0,0,4968,0,3434,3703,3703,2460,3434,3023,0,0,4968,0,1,0,1,182,0,"White"
